TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    370633,  83.20,  83.20,    370633,   8.69,  83.20,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     49282,  11.06,  13.30,     49282,   1.16,  13.30,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54441,  12.22,  14.69,     54441,   1.28,  14.69,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    266910,  59.92,  72.01,    266910,   6.26,  72.01,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    170722,  38.32,  46.06,    170722,   4.00,  46.06,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     18735,   4.21,  10.97,     18735,   0.44,  10.97,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    151987,  34.12,  89.03,    151987,   3.56,  89.03,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    199912,  44.88,  53.94,    199912,   4.69,  53.94,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     30548,   6.86,  15.28,     30548,   0.72,  15.28,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54441,  12.22,  27.23,     54441,   1.28,  27.23,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    114923,  25.80,  57.49,    114923,   2.70,  57.49
        3) Transit,     20230,   2.27,   2.34,     19760,  17.56,  22.75,      9149,   0.47,   0.51,      1773,   0.21,   0.22,-,-,-,     50913,   1.19,   1.30
            4) Local Bus (LCL),      7497,   0.84,  37.06,      7360,   6.54,  37.25,      3439,   0.18,  37.59,       667,   0.08,  37.59,-,-,-,     18963,   0.44,  37.25,
                    LCL Walk,      6980,   0.78,  93.10,      6150,   5.47,  83.56,      3353,   0.17,  97.48,       648,   0.08,  97.18,-,-,-,     17131,   0.40,  90.34,
                    LCL Drive,       517,   0.06,   6.90,      1210,   1.08,  16.44,        87,   0.00,   2.52,        19,   0.00,   2.82,-,-,-,      1833,   0.04,   9.66
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1147,   0.13,   5.67,      4498,   4.00,  22.76,       623,   0.03,   6.81,       176,   0.02,   9.92,-,-,-,      6443,   0.15,  12.66,
                    BRT Walk,      1071,   0.12,  93.40,      3335,   2.96,  74.14,       619,   0.03,  99.31,       176,   0.02,  99.84,-,-,-,      5200,   0.12,  80.70,
                    BRT Drive,        76,   0.01,   6.60,      1163,   1.03,  25.86,         4,   0.00,   0.69,         0,   0.00,   0.16,-,-,-,      1244,   0.03,  19.30
            4) Express Bus (EXP),       512,   0.06,   2.53,       170,   0.15,   0.86,        49,   0.00,   0.54,        14,   0.00,   0.79,-,-,-,       746,   0.02,   1.46,
                    EXP Walk,       234,   0.03,  45.76,       123,   0.11,  72.56,        46,   0.00,  92.47,        14,   0.00,  99.98,-,-,-,       417,   0.01,  55.99,
                    EXP Drive,       278,   0.03,  54.24,        47,   0.04,  27.44,         4,   0.00,   7.53,         0,   0.00,   0.02,-,-,-,       328,   0.01,  44.01
            4) Light-Rail Transit (LRT),      6929,   0.78,  34.25,      4140,   3.68,  20.95,      3967,   0.20,  43.36,       718,   0.08,  40.51,-,-,-,     15754,   0.37,  30.94,
                    LRT Walk,      5352,   0.60,  77.24,      2919,   2.59,  70.51,      3498,   0.18,  88.18,       681,   0.08,  94.77,-,-,-,     12449,   0.29,  79.03,
                    LRT Drive,      1577,   0.18,  22.76,      1221,   1.08,  29.49,       469,   0.02,  11.82,        38,   0.00,   5.23,-,-,-,      3304,   0.08,  20.97
            4) Commuter-Rail Transit (CRT),      4125,   0.46,  20.39,      3592,   3.19,  18.18,      1051,   0.05,  11.49,       189,   0.02,  10.67,-,-,-,      8958,   0.21,  17.59,
                    CRT Walk,      1477,   0.17,  35.81,      1046,   0.93,  29.11,       409,   0.02,  38.96,       140,   0.02,  73.84,-,-,-,      3072,   0.07,  34.30,
                    CRT Drive,      2648,   0.30,  64.19,      2546,   2.26,  70.89,       642,   0.03,  61.04,        50,   0.01,  26.16,-,-,-,      5886,   0.14,  65.70,
  
   Model: v10x,
   Scenario: C62,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Peak Period,
   Shares\RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
