I,J,HBW,HBC,HBSch,HBO,NHB,IX,XI,XX,SH_LT,SH_MD,SH_HV,Ext_MD,Ext_HV,TOT
   10,    2,         0,         0,         0,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
   10,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   10,    4,      1.32,         0,      0.61,      3.23,      0.11,         0,         0,         0,      0.02,      0.05,      0.02,         0,         0,      5.36
   10,    5,      3.04,         0,      0.82,      9.73,      0.81,         0,         0,         0,      0.20,      0.45,      0.21,         0,         0,     15.26
   10,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   10,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   10,    8,     10.08,         0,      7.74,     39.54,      4.11,         0,         0,         0,      1.03,      2.72,      0.94,         0,         0,     66.16
   10,    9,      8.47,         0,      5.32,     31.54,      2.76,         0,         0,         0,      0.59,      2.25,      0.74,         0,         0,     51.67
   10,   10,         0,         0,         0,      3.32,      0.07,         0,         0,         0,      0.02,      0.01,         0,         0,         0,      3.42
   10,   11,      1.62,         0,      0.05,      3.18,      0.07,         0,         0,         0,      0.01,      0.01,      0.01,         0,         0,      4.95
   10,   12,      5.65,         0,      0.47,     15.21,      0.54,         0,         0,         0,      0.03,      0.06,         0,         0,         0,     21.96
   10,   13,      2.06,         0,      0.01,      9.02,      0.31,         0,         0,         0,      0.03,      0.04,      0.01,         0,         0,     11.48
   10,   14,      5.07,         0,      0.48,     18.52,      0.78,         0,         0,         0,      0.06,      0.04,         0,         0,         0,     24.95
   10,   15,      0.03,         0,      0.12,      0.16,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.31
   10,   16,      0.46,         0,      0.30,      2.46,      0.08,         0,         0,         0,         0,         0,         0,         0,         0,      3.30
   10,   17,      0.40,         0,      0.16,      2.66,      0.08,         0,         0,         0,         0,         0,         0,         0,         0,      3.30
   10,   18,         0,         0,         0,      0.17,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.17
   10,   19,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   10,   20,      0.01,         0,      0.05,      0.80,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,      0.88
   10,   21,      0.01,         0,         0,      0.43,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.44
   10,   22,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   10,   23,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   10,   24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   10,   25,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   10,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   10,   27,         0,         0,         0,         0,         0,      1.40,         0,         0,         0,         0,         0,      0.04,      0.14,      1.58
   11,    1,      4.42,         0,         0,      4.37,      4.25,         0,         0,         0,         0,      0.10,         0,         0,         0,     13.14
   11,    2,         0,         0,         0,      0.12,      0.10,         0,         0,         0,         0,         0,         0,         0,         0,      0.22
   11,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   11,    4,     39.55,         0,      1.27,     50.60,     67.49,         0,         0,         0,      4.61,     16.17,      2.23,         0,         0,    181.92
   11,    5,     65.04,      5.00,      1.02,     85.27,    102.20,         0,         0,         0,     11.41,     22.04,      5.87,         0,         0,    297.85
   11,    6,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
   11,    7,         0,         0,         0,         0,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
   11,    8,    200.65,         0,      8.82,    197.04,    366.13,         0,         0,         0,     60.90,     64.36,     66.03,         0,         0,    963.93
   11,    9,    876.75,         0,     23.64,    864.72,    983.64,         0,         0,         0,    114.91,    479.68,    305.12,         0,         0,   3648.46
   11,   10,         0,         0,         0,      0.38,      0.04,         0,         0,         0,      0.01,      0.01,      0.01,         0,         0,      0.45
   11,   11,   7884.42,         0,  13312.80,  61227.98,  19878.43,         0,         0,         0,   1950.86,   5122.36,   1130.14,         0,         0, 110506.99
   11,   12,  14491.51,    439.00,   3110.24,  47101.33,  10724.87,         0,         0,         0,    743.89,   3234.32,    873.95,         0,         0,  80719.11
   11,   13,   1826.75,     23.00,      1.69,   3023.22,   1257.05,         0,         0,         0,     85.92,    573.38,    193.37,         0,         0,   6984.38
   11,   14,   6012.88,    412.00,    111.21,   9244.34,   3989.60,         0,         0,         0,    299.44,   2003.20,    655.17,         0,         0,  22727.84
   11,   15,    499.73,         0,    108.34,   1187.39,    523.66,         0,         0,         0,     57.10,    324.03,     92.87,         0,         0,   2793.12
   11,   16,   2130.70,     69.00,    288.68,   4126.81,   2351.68,         0,         0,         0,    193.44,   1158.60,    377.46,         0,         0,  10696.37
   11,   17,   1138.19,         0,     57.43,   1792.75,   1206.63,         0,         0,         0,     93.52,    537.62,    222.10,         0,         0,   5048.24
   11,   18,     11.94,         0,         0,     25.67,     26.92,         0,         0,         0,      0.53,      1.62,      0.34,         0,         0,     67.02
   11,   19,      8.97,         0,      0.68,      5.98,     14.62,         0,         0,         0,      1.93,      3.83,      0.08,         0,         0,     36.09
   11,   20,    240.08,         0,     13.45,    265.69,    374.68,         0,         0,         0,     67.63,     69.40,     33.84,         0,         0,   1064.77
   11,   21,     84.36,     77.00,      1.02,    183.89,    147.05,         0,         0,         0,      1.72,     20.85,      0.10,         0,         0,    515.99
   11,   22,     13.48,         0,      0.10,     33.51,     30.21,         0,         0,         0,         0,      0.07,         0,         0,         0,     77.37
   11,   23,      0.29,         0,         0,      0.23,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,      0.57
   11,   24,         0,         0,         0,      0.10,      0.02,         0,         0,         0,      0.01,         0,         0,         0,         0,      0.13
   11,   25,      0.24,         0,         0,      9.83,      1.97,         0,         0,         0,         0,         0,         0,         0,         0,     12.04
   11,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   11,   27,         0,         0,         0,         0,         0,   2042.96,         0,         0,         0,         0,         0,    267.15,    216.80,   2526.91
   12,    1,     16.01,         0,      0.10,      4.75,     27.04,         0,         0,         0,      0.17,      0.50,         0,         0,         0,     48.57
   12,    2,         0,         0,         0,      0.58,      0.75,         0,         0,         0,         0,         0,         0,         0,         0,      1.33
   12,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   12,    4,    167.64,         0,     14.04,    125.45,    378.63,         0,         0,         0,     49.46,     91.31,     25.13,         0,         0,    851.66
   12,    5,    295.08,    103.00,     13.77,    272.19,    597.60,         0,         0,         0,    103.63,    119.56,     71.25,         0,         0,   1576.08
   12,    6,         0,         0,         0,      0.03,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.03
   12,    7,         0,         0,         0,         0,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
   12,    8,    967.07,     15.00,    115.80,    808.71,   2251.86,         0,         0,         0,    384.45,    526.64,    564.61,         0,         0,   5634.14
   12,    9,   5002.76,         0,    788.15,   6169.39,   6802.92,         0,         0,         0,    826.11,   3331.07,   1765.65,         0,         0,  24686.05
   12,   10,         0,         0,         0,      1.58,      0.34,         0,         0,         0,      0.05,      0.06,      0.01,         0,         0,      2.04
   12,   11,  13226.05,         0,   2529.02,  25310.10,  10359.89,         0,         0,         0,    724.29,   3243.23,    874.08,         0,         0,  56266.66
   12,   12,  69120.04,   1505.00,  54714.66, 358423.86, 144848.62,         0,         0,         0,   9397.70,  27982.27,   6527.98,         0,         0, 672520.13
   12,   13,  12685.24,     84.00,    204.60,  40341.13,  14148.05,         0,         0,         0,    791.33,   3666.86,   1108.10,         0,         0,  73029.31
   12,   14,  40689.54,   2509.00,   6795.89, 102743.24,  48963.93,         0,         0,         0,   2852.09,  13929.45,   4015.13,         0,         0, 222498.27
   12,   15,   1302.47,         0,    495.11,   2855.89,   2086.99,         0,         0,         0,    212.81,   1241.36,    374.33,         0,         0,   8568.96
   12,   16,  12166.63,    261.00,   4455.98,  44563.88,  22675.30,         0,         0,         0,   1573.29,   7785.00,   2248.00,         0,         0,  95729.08
   12,   17,   8405.42,         0,   1234.69,  16604.46,  11504.33,         0,         0,         0,    903.21,   5278.37,   1629.52,         0,         0,  45560.00
   12,   18,     75.21,         0,         0,    108.17,    223.16,         0,         0,         0,      4.68,     20.25,      8.70,         0,         0,    440.17
   12,   19,     25.72,         0,      7.25,     15.87,     85.81,         0,         0,         0,     14.76,     19.67,      2.57,         0,         0,    171.65
   12,   20,   1337.73,     46.00,    150.32,   1151.88,   3001.96,         0,         0,         0,    525.37,    663.55,    553.02,         0,         0,   7429.83
   12,   21,    459.43,    340.00,     12.36,    606.56,   1013.04,         0,         0,         0,    114.12,    168.40,     27.21,         0,         0,   2741.12
   12,   22,     65.62,         0,      3.79,     57.77,    208.42,         0,         0,         0,      0.63,     10.71,      0.01,         0,         0,    346.95
   12,   23,      0.58,         0,         0,      0.34,      0.61,         0,         0,         0,         0,      0.03,         0,         0,         0,      1.56
   12,   24,         0,         0,         0,      0.51,      0.19,         0,         0,         0,      0.02,      0.06,      0.01,         0,         0,      0.79
   12,   25,      1.35,         0,         0,     16.79,     13.01,         0,         0,         0,         0,      0.11,         0,         0,         0,     31.26
   12,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   12,   27,         0,         0,         0,         0,         0,   8793.99,         0,         0,         0,         0,         0,   1309.94,   1008.37,  11112.30
   13,    1,      0.98,         0,         0,         0,     10.33,         0,         0,         0,      0.01,      0.30,         0,         0,         0,     11.62
   13,    2,         0,         0,         0,         0,      0.87,         0,         0,         0,         0,         0,         0,         0,         0,      0.87
   13,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   13,    4,     14.21,         0,      1.14,      0.73,    143.89,         0,         0,         0,     23.08,     31.61,     13.88,         0,         0,    228.54
   13,    5,     29.72,     30.00,      1.05,      6.25,    229.54,         0,         0,         0,     42.72,     37.39,     36.84,         0,         0,    413.51
   13,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   13,    7,         0,         0,         0,         0,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
   13,    8,     97.45,      1.00,     10.68,     37.21,    905.16,         0,         0,         0,    119.83,    209.77,    269.65,         0,         0,   1650.75
   13,    9,    475.95,         0,     67.75,    330.18,   2543.47,         0,         0,         0,    277.38,   1239.00,    656.46,         0,         0,   5590.19
   13,   10,         0,         0,         0,      0.03,      0.20,         0,         0,         0,      0.03,      0.02,      0.01,         0,         0,      0.29
   13,   11,    617.54,         0,     13.52,    483.89,   1127.78,         0,         0,         0,     81.83,    571.24,    191.99,         0,         0,   3087.79
   13,   12,   2919.36,     86.00,    672.07,   8491.98,  13443.13,         0,         0,         0,    782.18,   3640.95,   1099.74,         0,         0,  31135.41
   13,   13,   5618.80,     79.00,    313.52,  24565.33,  42438.22,         0,         0,         0,   1619.65,   5150.73,   1187.90,         0,         0,  80973.15
   13,   14,   5905.69,   1218.00,   2028.86,  18433.62,  39725.57,         0,         0,         0,   1691.62,   6450.92,   1748.57,         0,         0,  77202.85
   13,   15,     17.62,         0,      4.79,      8.05,    241.09,         0,         0,         0,     17.55,     68.95,     42.88,         0,         0,    400.93
   13,   16,    303.63,      4.00,     27.99,    173.55,   2213.64,         0,         0,         0,    147.65,    998.17,    415.22,         0,         0,   4283.85
   13,   17,    322.18,         0,     36.47,    235.56,   2125.54,         0,         0,         0,    158.01,   1118.17,    411.01,         0,         0,   4406.94
   13,   18,      4.04,         0,         0,      2.18,     58.30,         0,         0,         0,      1.04,      4.14,      1.96,         0,         0,     71.66
   13,   19,      0.47,         0,      0.26,         0,     13.45,         0,         0,         0,      0.69,      3.45,         0,         0,         0,     18.32
   13,   20,     53.89,         0,      6.68,      8.62,    633.98,         0,         0,         0,    101.04,     93.27,     88.84,         0,         0,    986.32
   13,   21,     20.28,     19.00,      0.36,      5.60,    234.72,         0,         0,         0,     11.08,     37.40,      1.13,         0,         0,    329.57
   13,   22,      1.36,         0,      0.06,      0.03,     50.72,         0,         0,         0,         0,      0.91,         0,         0,         0,     53.08
   13,   23,         0,         0,         0,         0,      0.10,         0,         0,         0,         0,         0,         0,         0,         0,      0.10
   13,   24,         0,         0,         0,         0,      0.02,         0,         0,         0,      0.01,         0,         0,         0,         0,      0.03
   13,   25,      0.02,         0,         0,      0.18,      3.45,         0,         0,         0,         0,         0,         0,         0,         0,      3.65
   13,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   13,   27,         0,         0,         0,         0,         0,    844.26,         0,         0,         0,         0,         0,    398.83,    326.51,   1569.60
   14,    1,     16.05,         0,      0.04,      0.44,     32.42,         0,         0,         0,      0.05,      0.27,         0,         0,         0,     49.27
   14,    2,         0,         0,         0,      0.07,      0.72,         0,         0,         0,         0,         0,         0,         0,         0,      0.79
   14,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   14,    4,    177.34,         0,      6.35,     37.55,    462.72,         0,         0,         0,     32.00,     79.99,     13.35,         0,         0,    809.30
   14,    5,    325.21,    182.00,      6.18,    132.93,    704.08,         0,         0,         0,     81.35,    116.19,     44.98,         0,         0,   1592.92
   14,    6,         0,         0,         0,         0,      0.09,         0,         0,         0,         0,      0.02,         0,         0,         0,      0.11
   14,    7,         0,         0,         0,         0,      0.10,         0,         0,         0,         0,         0,         0,         0,         0,      0.10
   14,    8,   1054.39,     21.00,     53.07,    502.37,   2706.40,         0,         0,         0,    398.21,    471.08,    532.05,         0,         0,   5738.57
   14,    9,   4857.53,         0,    241.76,   2861.18,   7381.98,         0,         0,         0,    797.63,   3455.66,   1928.31,         0,         0,  21524.05
   14,   10,         0,         0,         0,      0.59,      0.47,         0,         0,         0,      0.07,      0.04,      0.01,         0,         0,      1.18
   14,   11,   7378.71,         0,     90.21,   3792.80,   3633.22,         0,         0,         0,    285.04,   1990.96,    654.96,         0,         0,  17825.90
   14,   12,  40023.52,   1335.00,   2785.14,  57104.87,  46970.96,         0,         0,         0,   2825.09,  13802.70,   4012.47,         0,         0, 168859.75
   14,   13,  23623.39,    440.00,    659.54,  71942.33,  40020.68,         0,         0,         0,   1696.23,   6432.93,   1759.10,         0,         0, 146574.20
   14,   14, 103700.72,  18705.00,  43557.48, 461060.09, 265197.10,         0,         0,         0,  13889.34,  43774.08,  10098.21,         0,         0, 959982.02
   14,   15,    476.69,         0,     47.19,    322.63,   1273.09,         0,         0,         0,     93.28,    491.10,    212.91,         0,         0,   2916.89
   14,   16,   7873.16,    155.00,    378.59,   8232.66,  15209.13,         0,         0,         0,    952.35,   5711.09,   1950.55,         0,         0,  40462.53
   14,   17,  12668.92,         0,   2436.30,  33701.45,  27896.52,         0,         0,         0,   1558.83,   7714.23,   2258.49,         0,         0,  88234.74
   14,   18,    160.74,         0,         0,    229.09,    513.13,         0,         0,         0,      9.13,     63.84,     21.36,         0,         0,    997.29
   14,   19,     18.05,         0,      2.71,      2.07,     87.56,         0,         0,         0,      8.61,     14.23,      2.21,         0,         0,    135.44
   14,   20,   1332.38,     35.00,     73.77,    639.05,   3720.84,         0,         0,         0,    522.77,    758.71,    638.81,         0,         0,   7721.33
   14,   21,    481.63,    521.00,      4.91,    336.30,   1355.98,         0,         0,         0,    120.32,    169.16,     38.19,         0,         0,   3027.49
   14,   22,     61.33,         0,      0.67,     14.89,    265.77,         0,         0,         0,      0.74,      9.27,      0.05,         0,         0,    352.72
   14,   23,      0.23,         0,         0,         0,      0.55,         0,         0,         0,         0,      0.01,         0,         0,         0,      0.79
   14,   24,         0,         0,         0,      0.14,      0.26,         0,         0,         0,      0.04,      0.11,      0.01,         0,         0,      0.56
   14,   25,      1.38,         0,         0,     10.33,     16.27,         0,         0,         0,         0,      0.17,         0,         0,         0,     28.15
   14,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   14,   27,         0,         0,         0,         0,         0,  11293.49,         0,         0,         0,         0,         0,   1785.21,   1264.16,  14342.86
   15,    1,      5.31,         0,         0,      0.61,         0,         0,         0,         0,         0,         0,         0,         0,         0,      5.92
   15,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   15,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   15,    4,     42.39,         0,      0.20,     81.60,     12.51,         0,         0,         0,         0,      0.12,         0,         0,         0,    136.82
   15,    5,     71.47,     42.00,      0.41,    154.90,     32.61,         0,         0,         0,         0,      1.28,         0,         0,         0,    302.67
   15,    6,         0,         0,         0,      0.02,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
   15,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   15,    8,    205.29,      2.00,      1.91,    259.62,     87.63,         0,         0,         0,      2.50,     13.52,      0.12,         0,         0,    572.59
   15,    9,    742.88,         0,      6.65,    626.85,    232.99,         0,         0,         0,     32.88,     42.44,     37.51,         0,         0,   1722.20
   15,   10,         0,         0,         0,      0.56,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.56
   15,   11,   3949.47,         0,     84.70,   3505.36,    541.37,         0,         0,         0,     55.87,    336.53,     95.85,         0,         0,   8569.15
   15,   12,  10619.85,    365.00,    337.38,  13283.47,   2263.81,         0,         0,         0,    214.73,   1285.91,    386.72,         0,         0,  28756.87
   15,   13,   1379.32,     23.00,      0.22,   1841.36,    282.78,         0,         0,         0,     18.30,     71.71,     45.06,         0,         0,   3661.75
   15,   14,   5922.18,    495.00,     44.03,   6915.74,   1466.63,         0,         0,         0,     96.81,    512.39,    220.72,         0,         0,  15673.50
   15,   15,   5454.17,         0,  17846.53,  76815.23,  13456.96,         0,         0,         0,   1562.30,   4033.27,    653.31,         0,         0, 119821.77
   15,   16,  15059.68,    140.00,   7087.63,  68921.27,  12798.75,         0,         0,         0,    788.00,   3154.78,    679.07,         0,         0, 108629.18
   15,   17,   5628.06,         0,    152.81,   9639.00,   1864.12,         0,         0,         0,    165.37,   1082.29,    293.32,         0,         0,  18824.97
   15,   18,     47.60,         0,         0,     79.75,     27.77,         0,         0,         0,      0.64,      1.80,      0.81,         0,         0,    158.37
   15,   19,    104.32,         0,      8.33,     83.64,     74.05,         0,         0,         0,     15.87,     41.29,     22.45,         0,         0,    349.95
   15,   20,   2902.54,     57.00,     87.62,   3414.16,   1406.25,         0,         0,         0,    244.33,    842.10,    377.61,         0,         0,   9331.61
   15,   21,    828.67,    516.00,      7.40,   1194.82,    418.45,         0,         0,         0,     82.01,     76.38,     52.17,         0,         0,   3175.90
   15,   22,    137.62,         0,      1.22,    163.10,     63.18,         0,         0,         0,      3.48,      7.73,      0.12,         0,         0,    376.45
   15,   23,      3.35,         0,         0,      1.51,      0.55,         0,         0,         0,      0.11,      0.25,         0,         0,         0,      5.77
   15,   24,         0,         0,         0,      1.62,      0.08,         0,         0,         0,      0.01,      0.25,      0.01,         0,         0,      1.97
   15,   25,      2.35,         0,         0,     36.74,      4.12,         0,         0,         0,      0.01,      0.23,         0,         0,         0,     43.45
   15,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   15,   27,         0,         0,         0,         0,         0,   2083.16,         0,         0,         0,         0,         0,    132.96,     80.75,   2296.87
   16,    1,     14.95,         0,         0,      2.48,      1.74,         0,         0,         0,         0,         0,         0,         0,         0,     19.17
   16,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   16,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   16,    4,    134.36,         0,      2.31,    139.97,    170.60,         0,         0,         0,      0.12,     12.01,      0.01,         0,         0,    459.38
   16,    5,    231.64,    125.00,      2.91,    277.42,    259.15,         0,         0,         0,      2.31,     30.46,      0.16,         0,         0,    929.05
   16,    6,         0,         0,         0,      0.01,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.02
   16,    7,         0,         0,         0,         0,      0.01,         0,         0,         0,         0,         0,         0,         0,         0,      0.01
   16,    8,    698.30,      4.00,     11.73,    544.50,    741.66,         0,         0,         0,     73.91,    119.06,     30.21,         0,         0,   2223.37
   16,    9,   2813.28,         0,     45.30,   1897.54,   2189.10,         0,         0,         0,    231.41,    535.30,    511.24,         0,         0,   8223.17
   16,   10,         0,         0,         0,      0.97,      0.05,         0,         0,         0,         0,         0,         0,         0,         0,      1.02
   16,   11,   9118.27,         0,    165.70,   6943.11,   2369.41,         0,         0,         0,    186.06,   1186.64,    388.27,         0,         0,  20357.46
   16,   12,  37863.96,   1744.00,   5356.37,  68147.24,  23647.32,         0,         0,         0,   1566.24,   7956.41,   2307.66,         0,         0, 148589.20
   16,   13,   6084.02,    113.00,      1.57,   6304.45,   2506.49,         0,         0,         0,    149.20,   1027.17,    431.66,         0,         0,  16617.56
   16,   14,  27232.64,   2458.00,    687.04,  33424.26,  16692.39,         0,         0,         0,    956.98,   5889.70,   2005.84,         0,         0,  89346.85
   16,   15,   5836.02,         0,   4764.00,  30474.26,  12515.84,         0,         0,         0,    777.49,   3122.27,    676.02,         0,         0,  58165.90
   16,   16,  56343.08,    461.00,  55392.46, 381703.65, 152936.74,         0,         0,         0,   8817.79,  25948.30,   5458.73,         0,         0, 687061.75
   16,   17,  23628.74,         0,   4288.70,  70625.52,  37402.56,         0,         0,         0,   1783.43,   8021.73,   2054.12,         0,         0, 147804.80
   16,   18,    178.16,         0,         0,    189.25,    260.33,         0,         0,         0,      5.00,     31.92,     11.99,         0,         0,    676.65
   16,   19,    205.47,         0,     22.13,    144.97,    357.13,         0,         0,         0,     61.61,    158.30,     92.22,         0,         0,   1041.83
   16,   20,   7379.41,    203.00,    346.04,   8033.50,   8937.72,         0,         0,         0,   1213.74,   4422.70,   2017.53,         0,         0,  32553.64
   16,   21,   2113.66,   1595.00,     25.63,   2428.22,   2942.69,         0,         0,         0,    432.63,    591.56,    495.75,         0,         0,  10625.14
   16,   22,    330.43,         0,      3.92,    229.60,    515.60,         0,         0,         0,     47.06,     58.19,     18.20,         0,         0,   1203.00
   16,   23,      5.85,         0,      0.02,      1.87,      4.30,         0,         0,         0,      0.32,      0.91,      0.02,         0,         0,     13.29
   16,   24,         0,         0,         0,      4.26,      1.47,         0,         0,         0,      0.38,      1.83,      0.28,         0,         0,      8.22
   16,   25,      5.64,         0,         0,     40.05,     28.26,         0,         0,         0,      0.72,      1.10,      0.07,         0,         0,     75.84
   16,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   16,   27,         0,         0,         0,         0,         0,   7616.88,         0,         0,         0,         0,         0,    855.40,    576.49,   9048.77
   17,    1,     10.15,         0,         0,      0.53,      1.52,         0,         0,         0,         0,         0,         0,         0,         0,     12.20
   17,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   17,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   17,    4,     91.48,         0,      1.46,     65.87,    140.27,         0,         0,         0,      0.10,     12.59,         0,         0,         0,    311.77
   17,    5,    159.35,     81.00,      2.18,    151.41,    208.36,         0,         0,         0,      1.78,     30.01,      0.19,         0,         0,    634.28
   17,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   17,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   17,    8,    484.66,      9.00,      8.99,    317.05,    625.25,         0,         0,         0,     75.54,    105.51,     30.47,         0,         0,   1656.47
   17,    9,   1932.51,         0,     30.64,   1176.95,   1899.56,         0,         0,         0,    205.81,    506.07,    484.52,         0,         0,   6236.06
   17,   10,         0,         0,         0,      0.49,      0.03,         0,         0,         0,         0,         0,         0,         0,         0,      0.52
   17,   11,   3542.95,         0,     20.74,   1716.09,   1183.16,         0,         0,         0,     88.36,    546.19,    227.60,         0,         0,   7325.09
   17,   12,  19786.15,    993.00,    493.90,  19681.77,  11738.67,         0,         0,         0,    891.27,   5355.68,   1667.03,         0,         0,  60607.47
   17,   13,   5323.52,    127.00,      1.37,   4813.11,   2334.40,         0,         0,         0,    158.78,   1142.06,    425.25,         0,         0,  14325.49
   17,   14,  33459.68,   2728.00,   2533.32,  58091.82,  29332.68,         0,         0,         0,   1559.79,   7876.53,   2307.76,         0,         0, 137889.58
   17,   15,   1376.15,         0,    162.26,   1343.81,   1749.98,         0,         0,         0,    159.62,   1065.65,    291.25,         0,         0,   6148.72
   17,   16,  23477.10,    247.00,   3377.05,  62180.52,  36667.67,         0,         0,         0,   1774.14,   7962.92,   2046.19,         0,         0, 137732.59
   17,   17,  39702.37,         0,  36117.86, 286943.84, 117932.60,         0,         0,         0,   6835.43,  19133.76,   3907.89,         0,         0, 510573.75
   17,   18,    318.98,         0,      0.01,    673.88,    397.56,         0,         0,         0,     12.45,     85.82,     22.22,         0,         0,   1510.92
   17,   19,     83.29,         0,     12.26,     48.21,    190.55,         0,         0,         0,     34.60,     62.67,     40.01,         0,         0,    471.59
   17,   20,   5374.64,    152.00,    481.62,   5269.26,   6620.22,         0,         0,         0,    969.64,   3300.42,   1513.61,         0,         0,  23681.41
   17,   21,   1611.96,   1184.00,     28.55,   1612.63,   2343.08,         0,         0,         0,    362.13,    510.49,    399.04,         0,         0,   8051.88
   17,   22,    247.26,         0,      6.24,    126.97,    402.97,         0,         0,         0,     38.25,     44.02,     16.02,         0,         0,    881.73
   17,   23,      2.17,         0,      0.04,      0.61,      2.29,         0,         0,         0,      0.09,      0.41,         0,         0,         0,      5.61
   17,   24,         0,         0,         0,      5.47,      1.36,         0,         0,         0,      0.33,      1.52,      0.16,         0,         0,      8.84
   17,   25,      4.37,         0,         0,     22.57,     21.79,         0,         0,         0,      0.65,      1.03,      0.07,         0,         0,     50.48
   17,   26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   17,   27,         0,         0,         0,         0,         0,   6110.94,         0,         0,         0,         0,         0,    789.58,    523.61,   7424.13
   18,    1,      0.04,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      0.04
   18,    2,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   18,    3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   18,    4,      0.40,         0,      0.01,      0.09,      3.61,         0,         0,         0,         0,         0,         0,         0,         0,      4.11
   18,    5,      0.80,         0,         0,      1.10,      8.50,         0,         0,         0,         0,         0,         0,         0,         0,     10.40
   18,    6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   18,    7,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   18,    8,      2.87,         0,      0.37,      3.05,     28.08,         0,         0,         0,         0,      0.21,         0,         0,         0,     34.58
   18,    9,     11.25,         0,      1.21,      8.36,     50.51,         0,         0,         0,      0.99,      2.02,      0.32,         0,         0,     74.66
   18,   10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   18,   11,     18.99,         0,      0.61,     12.39,     30.93,         0,         0,         0,      0.55,      1.66,      0.36,         0,         0,     65.49
   18,   12,     93.53,         0,      7.80,    200.63,    275.86,         0,         0,         0,      5.28,     20.81,      8.86,         0,         0,    612.77
