TAZID,AREATYPE,CO_TAZID,CO_FIPS,SUBAREAID,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,TOTTRK_P,TOTTRK_A,TOTTRKIX_P,TOTTRKIX_A,TOTTRKXI_P,TOTTRKXI_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,IX_MD_P,IX_MD_A,IX_HV_P,IX_HV_A,XI_MD_P,XI_MD_A,XI_HV_P,XI_HV_A
3404,2,491188,49,1,188.4,102.6,174.1,88.5,1.0,0.8,13.1,12.7,0.3,0.0,0.0,0.6,32.0,7.6,17.6,0.0,100.0,70.8,6.9,0.0,7.2,0.0,2.5,2.5,7.7,7.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,3.8,3.7,7.7,7.4,1.6,1.6,0.2,0.0,0.1,0.0,0.0,0.3,0.0,0.3
3405,2,491189,49,1,717.9,2039.3,515.1,1818.9,0.9,19.2,198.0,192.8,5.2,0.0,0.0,8.9,26.2,258.4,15.3,288.3,82.4,910.9,5.5,0.0,5.7,0.0,114.2,106.8,264.8,254.4,0.0,0.0,1.0,0.0,0.9,0.0,0.0,19.2,49.1,48.3,100.8,97.4,48.2,47.1,2.0,0.0,3.3,0.0,0.0,3.4,0.0,5.5
3406,2,491190,49,1,89.1,345.2,52.7,305.8,0.0,3.2,35.3,34.5,1.1,0.0,0.0,1.9,0.0,47.1,0.0,46.0,0.0,161.9,0.0,0.0,0.0,0.0,14.9,14.2,37.9,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,8.1,7.8,18.4,17.9,8.9,8.7,0.4,0.0,0.7,0.0,0.0,0.7,0.0,1.1
3407,1,491191,49,1,101.3,52.8,93.9,45.7,0.6,0.4,6.7,6.6,0.2,0.0,0.0,0.2,18.0,0.0,9.6,0.0,54.1,40.4,3.3,0.0,3.6,0.0,1.2,1.2,4.2,4.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,1.8,1.9,4.3,4.1,0.6,0.6,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3408,1,491192,49,1,238.9,266.2,188.6,215.5,1.1,2.2,48.2,46.8,1.1,0.0,0.0,1.8,34.4,90.3,17.7,0.0,99.4,101.0,5.8,0.0,6.2,0.0,9.2,8.7,16.0,15.6,0.0,0.0,0.0,0.0,1.1,0.0,0.0,2.2,12.6,12.2,24.9,24.1,10.6,10.4,0.4,0.0,0.7,0.0,0.0,0.7,0.0,1.1
3409,2,491193,49,1,93.7,48.3,87.1,42.0,0.5,0.4,5.9,5.6,0.2,0.0,0.0,0.3,16.2,0.0,8.9,0.0,50.4,37.1,3.3,0.0,3.5,0.0,1.1,1.1,3.7,3.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,1.7,1.7,3.7,3.4,0.5,0.5,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.2
3410,3,491194,49,1,4248.6,2839.2,3806.4,2400.5,23.1,23.3,412.5,400.6,9.0,0.0,0.0,15.3,719.6,133.8,365.7,91.1,2083.1,1817.9,129.4,0.0,132.0,0.0,110.0,102.6,265.5,255.0,0.0,0.0,1.0,0.0,23.1,0.0,0.0,23.3,122.6,120.9,215.0,206.8,74.9,72.9,3.9,0.0,5.1,0.0,0.0,7.0,0.0,8.4
3411,3,491195,49,1,715.9,1586.4,533.6,1392.9,2.1,15.1,176.0,170.6,4.5,0.0,0.0,8.1,61.7,388.2,32.2,186.5,182.5,596.4,11.6,0.0,11.9,0.0,86.2,80.1,147.3,141.6,0.0,0.0,0.0,0.0,2.1,0.0,0.0,15.1,44.6,44.0,90.0,86.6,41.3,40.0,1.6,0.0,2.9,0.0,0.0,3.2,0.0,4.9
3412,1,491196,49,1,662.5,356.3,602.3,298.2,3.5,2.6,55.9,53.9,1.0,0.0,0.0,1.7,117.3,0.3,59.9,0.0,341.3,258.0,21.0,0.0,21.5,0.0,11.2,10.7,30.1,29.2,0.0,0.0,0.0,0.0,3.5,0.0,0.0,2.6,17.1,16.6,29.3,28.1,9.5,9.2,0.5,0.0,0.6,0.0,0.0,0.8,0.0,0.9
3413,1,491197,49,1,73.2,42.9,67.6,37.2,0.5,0.4,5.0,5.0,0.2,0.0,0.0,0.3,13.5,0.0,7.3,0.0,38.3,32.9,2.0,0.0,2.1,0.0,1.0,1.0,3.4,3.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,1.5,1.5,3.1,3.0,0.5,0.4,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.2
3414,2,491198,49,1,153.8,220.0,106.5,172.2,0.7,1.9,45.4,44.0,1.2,0.0,0.0,2.0,19.7,106.4,10.4,0.0,58.5,55.4,3.6,0.0,3.8,0.0,4.5,4.3,6.1,6.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.9,11.2,10.9,23.6,22.7,10.6,10.3,0.4,0.0,0.8,0.0,0.0,0.8,0.0,1.2
3415,1,491199,49,1,623.2,394.8,545.5,318.4,3.1,3.3,73.2,70.3,1.6,0.0,0.0,2.8,83.4,124.1,50.8,0.0,313.9,163.7,32.2,0.0,32.9,0.0,13.0,12.2,19.4,18.4,0.0,0.0,0.0,0.0,3.1,0.0,0.0,3.3,19.9,19.2,37.9,36.0,15.4,15.1,0.6,0.0,1.0,0.0,0.0,1.1,0.0,1.7
3416,1,491200,49,1,233.4,129.7,213.2,109.9,1.2,1.0,18.6,18.1,0.4,0.0,0.0,0.7,41.5,0.1,21.5,0.0,121.6,96.1,7.1,0.0,7.5,0.0,3.6,3.4,10.5,10.3,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.0,5.4,5.3,10.4,10.2,2.8,2.7,0.1,0.0,0.3,0.0,0.0,0.4,0.0,0.3
3417,2,491201,49,1,272.7,473.2,201.8,400.0,1.0,4.4,68.4,66.1,1.5,0.0,0.0,2.7,32.0,276.4,16.5,0.0,91.2,75.1,5.1,0.0,5.3,0.0,43.5,40.7,8.1,7.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4,17.5,16.9,35.1,33.8,15.8,15.3,0.6,0.0,1.0,0.0,0.0,1.1,0.0,1.6
3418,3,491202,49,1,103.3,195.9,75.7,166.4,0.5,2.3,26.4,25.5,0.7,0.0,0.0,1.7,11.7,62.1,6.6,10.2,34.8,76.3,2.0,0.0,2.1,0.0,7.9,7.4,10.5,10.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.3,6.4,6.4,14.1,13.5,5.9,5.6,0.3,0.0,0.4,0.0,0.0,0.8,0.0,1.0
3419,3,491203,49,1,527.6,2063.6,256.9,1770.9,0.0,23.4,264.7,256.3,7.2,0.0,0.0,13.5,0.0,1212.2,0.0,91.5,1.0,228.5,0.0,0.0,0.0,0.0,192.2,178.2,62.7,60.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.4,64.1,63.3,134.8,129.3,65.8,63.7,2.5,0.0,4.7,0.0,0.0,5.0,0.0,8.4
3420,3,491204,49,1,4494.4,5180.4,3942.5,4607.7,19.7,44.1,521.8,506.3,12.8,0.0,0.0,23.2,564.5,588.9,298.2,252.0,1700.0,2258.6,114.9,613.1,117.4,0.0,331.6,307.1,612.9,587.9,202.0,0.0,1.0,0.0,19.7,0.0,0.0,44.1,144.0,142.9,269.4,258.5,108.4,104.9,5.1,0.0,7.7,0.0,0.0,9.9,0.0,13.3
3421,3,491205,49,1,3903.0,6842.0,3222.1,6111.1,11.1,66.1,655.5,637.1,16.7,0.0,0.0,28.8,338.3,1112.7,181.5,969.6,971.9,2494.5,54.5,0.0,55.7,0.0,515.7,477.4,1102.4,1056.8,1.0,0.0,1.0,0.0,11.1,0.0,0.0,66.1,170.2,169.2,336.1,323.1,149.2,144.8,6.4,0.0,10.3,0.0,0.0,11.5,0.0,17.3
3422,3,491206,49,1,3237.8,7027.6,2881.1,6572.2,0.0,97.0,349.6,338.1,9.8,0.0,0.0,20.9,0.0,542.8,0.0,3237.8,2.0,49.5,0.0,0.0,0.0,0.0,625.0,578.9,2252.1,2163.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,97.0,84.9,83.7,178.1,170.6,86.6,83.8,3.3,0.0,6.4,0.0,0.0,7.8,0.0,13.1
3423,3,491207,49,1,752.5,1844.8,580.5,1644.1,0.0,27.5,167.1,161.7,5.0,0.0,0.0,11.8,0.0,432.4,0.0,312.8,0.0,347.6,0.0,0.0,0.0,0.0,179.3,165.8,401.2,385.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,40.3,40.0,85.2,81.6,41.5,40.0,1.8,0.0,3.2,0.0,0.0,4.5,0.0,7.3
3424,3,491208,49,1,3670.7,3988.2,3307.6,3621.7,21.9,26.6,334.7,324.6,7.8,0.0,0.0,15.8,576.2,155.3,302.1,66.4,1679.5,1456.5,102.5,0.0,104.8,1457.3,165.5,153.2,346.9,333.0,30.0,0.0,0.0,0.0,21.9,0.0,0.0,26.6,99.3,98.6,174.5,167.2,60.9,58.8,3.3,0.0,4.5,0.0,0.0,7.2,0.0,8.6
3425,3,491209,49,1,4166.6,4508.5,3707.6,4028.8,21.6,43.4,429.3,416.7,10.4,0.0,0.0,20.2,581.0,213.8,305.9,698.6,1689.3,1763.1,101.7,492.8,103.9,0.0,227.6,210.5,678.2,649.9,19.0,0.0,1.0,0.0,21.6,0.0,0.0,43.4,122.6,121.8,222.6,213.5,84.1,81.4,4.3,0.0,6.2,0.0,0.0,8.8,0.0,11.4
3426,3,491210,49,1,4585.0,4227.9,4088.1,3722.8,23.7,34.7,464.6,451.3,10.8,0.0,0.0,19.8,701.2,339.1,366.1,155.8,1973.5,2034.7,109.8,514.8,112.3,0.0,234.8,217.7,481.3,460.8,108.0,0.0,1.0,0.0,23.7,0.0,0.0,34.7,135.0,134.0,241.3,231.6,88.2,85.6,4.5,0.0,6.3,0.0,0.0,8.8,0.0,11.0
3427,1,491211,49,1,152.5,83.1,140.2,71.2,0.9,0.7,11.3,10.8,0.2,0.0,0.0,0.4,26.9,0.0,13.7,0.0,81.1,63.0,4.9,0.0,5.2,0.0,2.0,2.0,6.4,6.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.7,3.2,3.2,6.5,6.1,1.6,1.5,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.2
3428,3,491212,49,1,1984.0,1085.9,1801.6,904.5,14.2,11.7,165.9,161.0,3.8,0.0,0.0,8.7,343.2,1.7,175.6,0.0,998.8,781.7,62.0,0.0,63.3,0.0,35.2,32.6,91.4,88.4,31.0,0.0,1.0,0.0,14.2,0.0,0.0,11.7,50.9,50.2,86.9,83.4,28.1,27.4,1.7,0.0,2.1,0.0,0.0,4.2,0.0,4.6
3429,3,491213,49,1,4117.4,8314.5,3462.3,7527.2,1.9,127.5,637.7,617.0,18.6,0.0,0.0,43.8,46.4,1343.7,24.2,2714.3,127.6,383.2,6.4,0.0,6.6,0.0,815.6,754.4,2427.6,2331.6,6.0,0.0,2.0,0.0,1.9,0.0,0.0,127.5,156.5,155.0,324.9,311.0,156.3,151.0,6.5,0.0,12.1,0.0,0.0,16.6,0.0,27.2
3430,3,491214,49,1,3487.3,2594.8,3085.7,2189.6,23.6,28.3,369.8,358.1,8.8,0.0,0.0,19.1,604.8,205.4,304.5,24.7,1639.7,1616.1,85.9,0.0,87.9,0.0,115.2,106.3,246.7,237.0,1.0,0.0,0.0,0.0,23.6,0.0,0.0,28.3,109.7,108.6,192.7,184.3,67.4,65.2,3.7,0.0,5.0,0.0,0.0,8.5,0.0,10.6
3431,3,491215,49,1,3500.8,5872.0,3211.4,5583.9,22.2,19.2,265.1,256.7,6.2,0.0,0.0,12.8,524.3,120.8,305.0,15.4,1807.7,1213.4,166.4,0.0,169.8,4012.4,75.9,70.3,158.2,151.6,1.0,0.0,3.0,0.0,22.2,0.0,0.0,19.2,78.9,78.1,138.2,132.3,47.9,46.3,2.7,0.0,3.5,0.0,0.0,5.8,0.0,6.9
3432,3,491216,49,1,4563.8,2093.6,4229.7,1768.2,26.1,18.8,303.6,294.4,6.7,0.0,0.0,12.6,689.6,65.0,387.5,81.8,2383.3,1341.5,232.4,0.0,237.2,0.0,82.9,76.9,211.8,203.1,4.0,0.0,1.0,0.0,26.1,0.0,0.0,18.8,92.1,91.3,158.7,151.9,52.8,51.2,3.0,0.0,3.8,0.0,0.0,5.8,0.0,6.8
3433,1,491217,49,1,223.5,128.7,203.5,109.1,1.6,1.4,17.9,17.2,0.5,0.0,0.0,1.0,39.7,0.6,20.4,0.0,116.1,95.6,6.8,0.0,7.1,0.0,3.4,3.2,10.0,9.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.4,5.2,5.1,9.9,9.5,2.8,2.6,0.2,0.0,0.3,0.0,0.0,0.5,0.0,0.5
3434,2,491218,49,1,2218.7,1288.4,2010.4,1083.7,14.7,12.5,190.0,183.7,4.1,0.0,0.0,8.6,390.4,55.8,199.1,0.0,1133.4,890.4,70.8,0.0,72.1,0.0,40.2,37.4,104.4,100.1,0.0,0.0,0.0,0.0,14.7,0.0,0.0,12.5,58.4,57.3,99.3,95.0,32.3,31.3,1.8,0.0,2.3,0.0,0.0,4.1,0.0,4.5
3435,2,491219,49,1,30.2,16.0,29.4,14.2,0.1,0.1,1.7,1.7,0.0,0.0,0.0,0.0,4.8,0.0,3.0,0.0,16.7,12.6,1.1,0.0,1.2,0.0,0.4,0.4,1.3,1.2,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.6,0.6,0.9,0.9,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3436,3,491220,49,1,2195.8,1421.1,1945.6,1169.2,14.0,15.1,232.1,224.8,5.6,0.0,0.0,12.2,339.8,211.6,190.7,3.5,1053.8,803.6,76.8,0.0,78.5,0.0,50.1,46.6,107.9,103.9,47.0,0.0,1.0,0.0,14.0,0.0,0.0,15.1,66.2,65.6,120.4,115.2,45.5,44.0,2.3,0.0,3.4,0.0,0.0,5.3,0.0,6.9
3437,3,491221,49,1,3561.4,1820.9,3254.1,1519.4,24.8,18.6,278.1,269.5,6.3,0.0,0.0,13.6,604.9,3.6,312.4,0.0,1848.2,1313.7,135.9,0.0,138.8,0.0,59.2,55.0,153.6,147.0,0.0,0.0,1.0,0.0,24.8,0.0,0.0,18.6,85.2,84.3,145.7,139.3,47.2,45.8,2.8,0.0,3.6,0.0,0.0,6.4,0.0,7.2
3438,3,491222,49,1,1380.7,684.6,1267.0,573.5,8.8,6.3,103.9,100.4,2.3,0.0,0.0,4.5,231.5,1.0,128.1,0.0,720.7,497.2,53.0,0.0,54.2,0.0,21.7,20.2,56.9,55.0,0.0,0.0,1.0,0.0,8.8,0.0,0.0,6.3,31.8,31.3,54.5,52.2,17.5,16.9,1.0,0.0,1.3,0.0,0.0,2.1,0.0,2.4
3439,1,491223,49,1,52.3,26.9,50.3,23.9,0.3,0.3,2.6,2.6,0.0,0.0,0.0,0.2,8.7,0.0,5.0,0.0,29.0,21.3,1.9,0.0,2.1,0.0,0.6,0.5,2.0,2.1,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.3,0.9,0.9,1.6,1.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
3440,2,491224,49,1,25.1,10.0,26.2,9.1,0.1,0.1,0.8,0.8,0.0,0.0,0.0,0.0,3.4,0.0,2.4,0.0,15.1,8.2,1.2,0.0,1.3,0.0,0.2,0.2,0.7,0.7,0.0,0.0,2.0,0.0,0.1,0.0,0.0,0.1,0.3,0.3,0.4,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3441,2,491225,49,1,1705.2,845.2,1566.7,705.3,12.7,9.8,127.4,122.8,3.0,0.0,0.0,7.3,283.8,4.5,155.6,0.0,890.9,608.9,66.6,0.0,68.1,0.0,26.9,24.9,69.9,67.0,1.0,0.0,4.0,0.0,12.7,0.0,0.0,9.8,38.9,38.2,66.7,63.7,21.7,20.9,1.3,0.0,1.7,0.0,0.0,3.4,0.0,3.9
3442,3,491226,49,1,7328.7,4497.8,6720.5,3900.6,51.7,40.6,546.7,528.0,12.6,0.0,0.0,29.1,1170.2,76.2,639.7,0.0,3798.0,2564.7,319.5,822.2,326.1,0.0,140.9,130.4,323.0,307.2,2.0,0.0,1.0,0.0,51.7,0.0,0.0,40.6,166.1,164.0,285.8,272.4,94.8,91.6,5.4,0.0,7.2,0.0,0.0,13.6,0.0,15.5
3443,3,491227,49,1,2508.2,1178.7,2309.8,985.9,15.9,11.1,179.3,173.9,4.0,0.0,0.0,8.0,408.6,5.1,221.9,0.0,1317.7,850.7,108.1,0.0,110.6,0.0,38.0,35.6,98.8,94.5,6.0,0.0,0.0,0.0,15.9,0.0,0.0,11.1,55.0,54.5,94.0,90.0,30.4,29.4,1.7,0.0,2.3,0.0,0.0,3.9,0.0,4.1
3444,1,491228,49,1,235.2,334.1,154.5,252.7,1.0,3.4,77.8,74.2,2.0,0.0,0.0,3.9,23.2,193.2,14.1,0.0,88.4,50.0,9.2,0.0,9.5,0.0,4.4,4.1,5.7,5.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.4,19.5,18.5,39.9,37.7,18.5,17.9,0.7,0.0,1.3,0.0,0.0,1.5,0.0,2.3
3445,2,491229,49,1,2767.9,1224.2,2560.2,1027.2,12.8,8.0,193.9,184.1,3.4,0.0,0.0,5.0,446.0,8.1,238.0,4.6,1456.2,873.4,131.4,0.0,134.2,0.0,41.8,39.5,108.5,101.5,3.0,0.0,1.0,0.0,12.8,0.0,0.0,8.0,59.2,56.1,101.5,95.7,33.2,32.2,1.6,0.0,1.8,0.0,0.0,2.4,0.0,2.7
3446,1,491230,49,1,285.1,375.2,199.9,288.1,1.7,4.7,81.3,77.4,2.2,0.0,0.0,5.1,38.1,175.5,20.0,0.0,112.1,97.2,6.6,0.0,6.8,0.0,5.5,5.2,10.8,10.3,0.0,0.0,0.0,0.0,1.7,0.0,0.0,4.7,20.8,19.9,41.8,39.4,18.8,18.1,0.7,0.0,1.5,0.0,0.0,2.0,0.0,3.1
3447,1,491231,49,1,65.5,39.0,60.5,33.9,0.5,0.4,4.3,4.2,0.2,0.0,0.0,0.5,11.6,0.0,6.5,0.0,34.4,30.2,2.1,0.0,2.1,0.0,0.9,0.9,3.0,2.9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,1.4,1.4,2.6,2.5,0.3,0.4,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.3
3448,1,491232,49,1,29.5,15.9,29.8,14.2,0.2,0.2,1.5,1.5,0.0,0.0,0.0,0.0,4.8,0.0,2.7,0.0,17.0,12.8,1.0,0.0,1.0,0.0,0.3,0.3,1.1,1.1,0.0,0.0,2.0,0.0,0.2,0.0,0.0,0.2,0.6,0.6,0.8,0.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3449,1,491233,49,1,236.6,142.2,214.4,119.6,2.1,2.1,19.8,19.1,0.5,0.0,0.0,1.5,43.8,0.1,23.3,0.0,119.6,104.8,6.2,0.0,6.3,0.0,3.9,3.7,11.3,10.9,0.0,0.0,0.0,0.0,2.1,0.0,0.0,2.1,5.8,5.8,11.1,10.4,2.9,2.8,0.2,0.0,0.3,0.0,0.0,0.8,0.0,0.7
3450,2,491234,49,1,1106.8,465.7,1027.6,388.0,8.4,6.1,69.6,66.9,1.6,0.0,0.0,4.7,173.2,0.7,94.2,0.0,578.1,337.8,55.1,0.0,56.4,0.0,14.3,13.2,38.2,36.4,18.0,0.0,0.0,0.0,8.4,0.0,0.0,6.1,21.2,20.6,36.5,34.9,11.9,11.4,0.7,0.0,0.9,0.0,0.0,2.2,0.0,2.5
3451,2,491235,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3452,2,491236,49,1,13.2,10.8,12.0,9.6,0.2,0.2,1.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,1.4,0.0,6.6,8.7,0.3,0.0,0.4,0.0,0.2,0.2,0.7,0.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.4,0.5,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3453,2,491237,49,1,30.4,22.2,27.8,19.7,0.4,0.4,2.2,2.2,0.0,0.0,0.0,0.0,5.6,0.0,3.2,0.0,15.5,17.5,0.7,0.0,0.7,0.0,0.4,0.5,1.7,1.7,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.8,0.8,1.3,1.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3454,1,491238,49,1,135.2,76.2,124.3,64.7,1.2,1.3,9.5,9.2,0.2,0.0,0.0,0.9,23.7,0.0,12.7,0.0,71.1,57.3,4.5,0.0,4.6,0.0,1.9,1.8,5.8,5.5,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.3,2.8,2.9,5.5,5.1,1.2,1.2,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.4
3455,1,491239,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3456,1,491240,49,1,63.1,40.0,57.7,34.2,0.6,0.7,4.5,4.4,0.2,0.0,0.0,0.7,11.8,0.0,6.2,0.0,32.3,30.4,1.7,0.0,1.8,0.0,0.9,0.9,3.0,2.9,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.7,1.5,1.5,2.6,2.5,0.5,0.5,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.4
3457,1,491241,49,1,1282.3,668.2,1168.8,550.0,10.8,12.3,100.5,96.3,2.8,0.0,0.0,9.8,200.6,39.8,109.4,0.0,665.0,446.6,62.2,0.0,63.5,0.0,20.5,18.8,47.6,44.8,0.0,0.0,0.0,0.0,10.8,0.0,0.0,12.3,29.5,28.7,52.4,49.7,18.6,17.9,1.1,0.0,1.7,0.0,0.0,4.4,0.0,5.3
3458,1,491242,49,1,48.0,17.9,46.2,16.1,0.1,0.1,1.6,1.7,0.0,0.0,0.0,0.0,7.5,0.0,4.3,0.0,27.6,14.7,2.6,0.0,2.7,0.0,0.3,0.2,1.1,1.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.4,1.2,1.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3459,1,491243,49,1,654.9,233.5,613.8,195.9,2.9,1.6,37.9,35.1,0.5,0.0,0.0,0.9,99.4,0.4,58.5,0.0,348.7,169.1,34.9,0.0,35.5,0.0,7.7,7.2,21.0,19.2,8.0,0.0,0.0,0.0,2.9,0.0,0.0,1.6,11.7,10.9,19.9,18.2,6.2,6.0,0.2,0.0,0.3,0.0,0.0,0.4,0.0,0.5
3460,1,491244,49,1,2834.4,1084.2,2646.0,909.5,15.9,9.6,170.1,158.6,3.3,0.0,0.0,6.5,428.7,13.3,250.2,0.0,1519.3,777.7,155.9,0.0,159.0,0.0,36.1,33.3,93.8,85.2,3.0,0.0,0.0,0.0,15.9,0.0,0.0,9.6,51.9,48.3,89.5,82.5,28.7,27.8,1.4,0.0,1.9,0.0,0.0,3.1,0.0,3.4
3461,1,491245,49,1,1658.6,823.7,1524.1,695.8,8.7,7.6,123.9,115.2,2.5,0.0,0.0,5.1,239.6,117.0,139.6,0.0,854.7,478.1,88.6,0.0,90.4,0.0,42.9,39.7,67.3,60.9,1.0,0.0,0.0,0.0,8.7,0.0,0.0,7.6,35.9,33.3,64.8,59.8,23.2,22.1,1.0,0.0,1.5,0.0,0.0,2.3,0.0,2.8
3462,1,491246,49,1,774.5,293.4,723.7,246.7,4.8,3.0,45.3,41.6,0.9,0.0,0.0,2.0,117.6,0.7,68.3,0.0,417.7,215.1,42.7,0.0,43.4,0.0,9.1,8.4,24.9,22.5,0.0,0.0,0.0,0.0,4.8,0.0,0.0,3.0,13.7,12.2,24.0,22.2,7.6,7.2,0.4,0.0,0.5,0.0,0.0,1.0,0.0,1.0
3463,1,491247,49,1,838.3,508.2,742.0,412.1,5.9,7.2,89.4,82.9,2.3,0.0,0.0,6.0,117.2,121.3,67.6,1.8,417.0,240.5,42.5,0.0,43.4,0.0,17.6,16.2,35.7,32.3,0.0,0.0,1.0,0.0,5.9,0.0,0.0,7.2,24.6,22.7,46.2,42.4,18.5,17.8,0.8,0.0,1.5,0.0,0.0,2.5,0.0,3.5
3464,1,491248,49,1,353.1,301.5,296.3,242.7,2.5,5.1,53.0,49.2,1.4,0.0,0.0,4.6,45.0,102.4,26.1,0.0,164.5,116.0,16.8,0.0,17.4,0.0,10.3,9.5,16.2,14.8,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.1,13.6,12.4,27.6,25.4,11.8,11.4,0.5,0.0,0.9,0.0,0.0,1.9,0.0,2.7
3465,2,491249,49,1,71.5,27.8,68.0,24.4,0.6,0.4,2.9,2.8,0.0,0.0,0.0,0.3,10.7,0.0,6.3,0.0,39.6,21.8,4.3,0.0,4.5,0.0,0.6,0.6,2.1,2.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.9,0.9,1.7,1.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
3466,2,491250,49,1,177.5,534.9,96.2,442.4,0.0,9.6,81.1,75.9,2.3,0.0,0.0,6.9,0.0,238.7,0.0,8.1,2.0,111.4,0.0,0.0,0.0,0.0,39.9,36.4,52.2,47.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.6,19.3,18.2,41.5,38.5,20.3,19.2,0.8,0.0,1.5,0.0,0.0,2.6,0.0,4.3
3467,2,491251,49,1,8137.2,3960.3,7471.1,3291.6,69.7,71.5,585.0,547.5,14.0,0.0,0.0,49.7,1316.1,6.8,704.0,0.0,4261.9,2878.2,362.8,0.0,370.3,0.0,125.9,113.8,324.1,292.8,5.0,0.0,1.0,0.0,69.7,0.0,0.0,71.5,179.3,171.1,306.2,282.4,99.6,94.1,5.8,0.0,8.2,0.0,0.0,23.6,0.0,26.1
3468,2,491252,49,1,2977.2,2694.7,2710.3,2415.7,25.3,34.2,236.4,221.3,6.1,0.0,0.0,23.7,470.4,79.5,247.1,0.0,1510.3,1149.4,125.6,979.7,128.4,0.0,76.0,68.6,152.5,138.4,0.0,0.0,0.0,0.0,25.3,0.0,0.0,34.2,70.7,67.5,123.4,114.0,42.2,39.7,2.4,0.0,3.6,0.0,0.0,10.8,0.0,12.9
