;INDEX,CO_FIPS_split,YEAR,TOTPOP,GQPOP,HHPOP,HH,HHSIZE,POP0017,POP1864,POP65P,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,Job_HH,WrkPop_Job,CO_NAME,Urban_Rural,Subarea
552051,55,2051,3496,0,3496,1356,2.58,750,1911,835,2655,220,347,51,80,94,315,151,657,177,29,387,147,1.96,0.72,WAYNE,Rural,0 - UDOT (Rural)
552052,55,2052,3530,0,3530,1373,2.57,748,1935,847,2664,222,346,52,79,95,317,150,654,177,29,395,148,1.94,0.73,WAYNE,Rural,0 - UDOT (Rural)
552053,55,2053,3563,0,3563,1391,2.56,746,1962,855,2671,222,347,53,79,95,317,151,650,176,29,403,149,1.92,0.73,WAYNE,Rural,0 - UDOT (Rural)
552054,55,2054,3593,0,3593,1407,2.55,744,1985,864,2684,224,347,53,79,96,319,152,646,176,30,410,152,1.91,0.74,WAYNE,Rural,0 - UDOT (Rural)
552055,55,2055,3621,0,3621,1424,2.54,741,2007,873,2686,225,346,53,80,96,319,151,642,175,30,417,152,1.89,0.75,WAYNE,Rural,0 - UDOT (Rural)
552056,55,2056,3646,0,3646,1439,2.53,737,2027,882,2682,225,345,53,79,95,319,151,638,174,30,419,154,1.86,0.76,WAYNE,Rural,0 - UDOT (Rural)
552057,55,2057,3669,0,3669,1454,2.52,733,2045,891,2683,225,345,54,79,97,320,151,634,173,29,422,154,1.85,0.76,WAYNE,Rural,0 - UDOT (Rural)
552058,55,2058,3691,0,3691,1469,2.51,729,2064,898,2680,224,344,55,78,97,320,150,631,172,29,424,156,1.82,0.77,WAYNE,Rural,0 - UDOT (Rural)
552059,55,2059,3715,0,3715,1484,2.5,725,2079,911,2677,225,341,55,79,97,319,149,628,172,29,425,158,1.8,0.78,WAYNE,Rural,0 - UDOT (Rural)
552060,55,2060,3740,0,3740,1500,2.49,722,2091,927,2678,226,341,56,80,98,322,148,623,171,29,426,158,1.79,0.78,WAYNE,Rural,0 - UDOT (Rural)
552061,55,2061,3763,0,3763,1515,2.48,719,2100,944,2675,227,341,56,79,98,321,147,620,171,29,427,159,1.77,0.79,WAYNE,Rural,0 - UDOT (Rural)
552062,55,2062,3787,0,3787,1531,2.47,717,2113,957,2674,228,341,57,79,99,322,146,616,170,29,427,160,1.75,0.79,WAYNE,Rural,0 - UDOT (Rural)
552063,55,2063,3813,0,3813,1546,2.47,715,2135,963,2677,229,340,57,80,99,323,145,613,170,29,429,163,1.73,0.8,WAYNE,Rural,0 - UDOT (Rural)
552064,55,2064,3837,0,3837,1562,2.46,713,2149,975,2675,229,340,58,80,99,323,145,608,170,29,430,164,1.71,0.8,WAYNE,Rural,0 - UDOT (Rural)
552065,55,2065,3861,0,3861,1577,2.45,712,2163,986,2673,230,340,58,79,99,324,145,605,168,29,431,165,1.69,0.81,WAYNE,Rural,0 - UDOT (Rural)
572023,57,2023,269811,3768,266043,97325,2.73,67465,167187,35159,162719,15858,9590,19228,10286,10975,26554,15988,37803,1594,210,10866,3767,1.67,1.03,WEBER,Urban,1 - Wasatch Front
572024,57,2024,271382,3809,267573,98675,2.71,66423,168564,36395,164836,15550,9902,20303,10491,9977,27232,16096,38281,1593,155,11495,3761,1.67,1.02,WEBER,Urban,1 - Wasatch Front
572025,57,2025,273234,3853,269381,100184,2.69,67888,168118,37228,167177,15552,9879,20536,10640,10045,27618,16702,38658,1581,154,11664,4148,1.67,1.01,WEBER,Urban,1 - Wasatch Front
572026,57,2026,274843,3894,270949,101653,2.67,66668,169561,38614,168314,15447,9918,20589,10693,9938,27758,17183,39036,1576,159,11784,4233,1.66,1.01,WEBER,Urban,1 - Wasatch Front
572027,57,2027,276370,3934,272436,103117,2.64,65532,170857,39981,169571,15515,9907,20652,10775,9840,27904,17600,39381,1565,162,11949,4321,1.64,1.01,WEBER,Urban,1 - Wasatch Front
572028,57,2028,277908,3967,273941,104595,2.62,64554,172179,41175,170778,15506,9877,20720,10775,9822,28001,17895,39868,1550,155,12201,4408,1.63,1.01,WEBER,Urban,1 - Wasatch Front
572029,57,2029,279532,3996,275536,106097,2.6,63755,173494,42283,172344,15537,9816,20922,10790,9859,28121,18166,40447,1537,146,12496,4507,1.62,1.01,WEBER,Urban,1 - Wasatch Front
572030,57,2030,281298,4027,277271,107632,2.58,63039,174945,43314,173992,15666,9722,21214,10780,9915,28336,18475,40917,1525,144,12690,4608,1.62,1.01,WEBER,Urban,1 - Wasatch Front
572031,57,2031,283246,4061,279185,109211,2.56,62387,176619,44240,175093,15818,9580,21489,10789,9955,28238,18772,41290,1514,144,12810,4694,1.6,1.01,WEBER,Urban,1 - Wasatch Front
572032,57,2032,285392,4097,281295,110836,2.54,61909,178413,45070,176404,15924,9475,21723,10781,10001,28276,19069,41762,1504,151,12945,4793,1.59,1.01,WEBER,Urban,1 - Wasatch Front
572033,57,2033,287729,4135,283594,112503,2.52,61431,180465,45833,177824,16007,9436,21928,10770,10089,28324,19341,42257,1502,159,13122,4889,1.58,1.01,WEBER,Urban,1 - Wasatch Front
572034,57,2034,290219,4175,286044,114206,2.5,60994,182538,46687,180391,16131,9731,22113,10768,10248,28444,19684,43226,1499,166,13360,5021,1.58,1.01,WEBER,Urban,1 - Wasatch Front
572035,57,2035,292813,4214,288599,115925,2.49,60815,184317,47681,179441,16039,9322,22266,10616,10339,28441,19762,42524,1493,168,13419,5052,1.55,1.03,WEBER,Urban,1 - Wasatch Front
572036,57,2036,295466,4249,291217,117640,2.48,60772,185911,48783,180644,16092,9338,22563,10541,10467,28518,19965,42828,1488,167,13526,5151,1.54,1.03,WEBER,Urban,1 - Wasatch Front
572037,57,2037,298245,4282,293963,119376,2.46,60822,187629,49794,182063,16195,9380,22867,10498,10576,28632,20189,43255,1485,166,13570,5250,1.53,1.03,WEBER,Urban,1 - Wasatch Front
572038,57,2038,301175,4318,296857,121145,2.45,60943,189500,50732,183745,16317,9392,23141,10505,10687,28778,20466,43861,1481,166,13594,5357,1.52,1.03,WEBER,Urban,1 - Wasatch Front
572039,57,2039,304218,4356,299862,122933,2.44,61157,191284,51777,185473,16467,9417,23396,10517,10789,28959,20735,44456,1476,166,13622,5473,1.51,1.03,WEBER,Urban,1 - Wasatch Front
572040,57,2040,307313,4396,302917,124719,2.43,61341,192999,52973,187224,16606,9436,23635,10529,10897,29240,21026,45000,1472,166,13627,5590,1.5,1.03,WEBER,Urban,1 - Wasatch Front
572041,57,2041,310396,4438,305958,126486,2.42,61639,194448,54309,188621,16756,9466,23852,10548,10988,29299,21286,45501,1467,167,13598,5693,1.49,1.03,WEBER,Urban,1 - Wasatch Front
572042,57,2042,313472,4478,308994,128237,2.41,61946,195690,55836,190200,16896,9481,24055,10582,11124,29475,21543,46008,1463,169,13599,5805,1.48,1.03,WEBER,Urban,1 - Wasatch Front
572043,57,2043,316562,4518,312044,129980,2.4,62301,196834,57427,191671,17040,9507,24210,10612,11238,29670,21770,46474,1457,171,13606,5916,1.47,1.03,WEBER,Urban,1 - Wasatch Front
572044,57,2044,319710,4561,315149,131741,2.39,62671,197955,59084,193187,17180,9523,24368,10643,11369,29871,22018,46966,1453,171,13600,6025,1.47,1.02,WEBER,Urban,1 - Wasatch Front
572045,57,2045,322935,4608,318327,133523,2.38,63044,199109,60782,194837,17341,9549,24571,10673,11494,30083,22281,47425,1447,170,13657,6146,1.46,1.02,WEBER,Urban,1 - Wasatch Front
572046,57,2046,326243,4657,321586,135337,2.38,63397,200379,62467,196597,17500,9565,24781,10705,11657,30301,22555,47849,1440,170,13804,6270,1.45,1.02,WEBER,Urban,1 - Wasatch Front
572047,57,2047,329625,4708,324917,137186,2.37,63710,201752,64163,198373,17669,9579,24984,10732,11850,30523,22818,48213,1435,171,14009,6390,1.45,1.02,WEBER,Urban,1 - Wasatch Front
572048,57,2048,333059,4762,328297,139060,2.36,63970,203273,65816,200226,17845,9608,25197,10759,12052,30748,23072,48543,1431,173,14277,6521,1.44,1.02,WEBER,Urban,1 - Wasatch Front
572049,57,2049,336508,4819,331689,140951,2.35,64163,204966,67379,202113,18020,9641,25417,10779,12251,30973,23326,48865,1425,176,14593,6647,1.43,1.01,WEBER,Urban,1 - Wasatch Front
572050,57,2050,339936,4882,335054,142853,2.35,64275,206628,69033,204159,18205,9678,25638,10803,12432,31320,23580,49194,1418,178,14930,6783,1.43,1.01,WEBER,Urban,1 - Wasatch Front
572051,57,2051,343283,4946,338337,144744,2.34,64295,208403,70585,205800,18370,9702,25871,10816,12578,31414,23807,49466,1413,178,15270,6915,1.42,1.01,WEBER,Urban,1 - Wasatch Front
572052,57,2052,346531,5011,341520,146619,2.33,64227,210272,72032,207560,18545,9731,26086,10832,12704,31629,24033,49755,1405,180,15620,7040,1.42,1.01,WEBER,Urban,1 - Wasatch Front
572053,57,2053,349700,5077,344623,148488,2.32,64080,212134,73486,209225,18703,9759,26260,10853,12793,31848,24241,50055,1399,182,15967,7165,1.41,1.01,WEBER,Urban,1 - Wasatch Front
572054,57,2054,352818,5143,347675,150360,2.31,63871,213839,75108,210831,18858,9783,26417,10869,12879,32069,24441,50321,1392,184,16324,7294,1.4,1.01,WEBER,Urban,1 - Wasatch Front
572055,57,2055,355904,5210,350694,152247,2.3,63612,215345,76947,212376,19009,9807,26545,10893,12952,32277,24626,50591,1385,184,16688,7419,1.39,1.01,WEBER,Urban,1 - Wasatch Front
572056,57,2056,358960,5277,353683,154142,2.29,63320,216733,78907,213817,19123,9817,26645,10925,13020,32487,24857,50896,1378,182,16946,7541,1.39,1.01,WEBER,Urban,1 - Wasatch Front
572057,57,2057,361985,5342,356643,156040,2.29,63008,218087,80890,215105,19217,9815,26766,10948,13097,32685,25070,51163,1371,179,17135,7659,1.38,1.01,WEBER,Urban,1 - Wasatch Front
572058,57,2058,364976,5405,359571,157938,2.28,62683,219443,82850,216304,19304,9811,26891,10968,13174,32868,25286,51404,1364,176,17281,7777,1.37,1.01,WEBER,Urban,1 - Wasatch Front
572059,57,2059,367948,5469,362479,159840,2.27,62360,220895,84693,217426,19386,9803,27015,10985,13250,33044,25498,51627,1355,173,17400,7890,1.36,1.02,WEBER,Urban,1 - Wasatch Front
572060,57,2060,370919,5533,365386,161752,2.26,62049,222350,86520,218597,19458,9794,27136,11000,13324,33331,25700,51833,1347,172,17495,8007,1.35,1.02,WEBER,Urban,1 - Wasatch Front
572061,57,2061,373889,5591,368298,163670,2.25,61768,223802,88319,219476,19530,9786,27261,11020,13395,33338,25901,52050,1339,171,17572,8113,1.34,1.02,WEBER,Urban,1 - Wasatch Front
572062,57,2062,376857,5646,371211,165585,2.24,61525,225234,90098,220517,19609,9780,27394,11038,13465,33478,26097,52278,1332,171,17647,8228,1.33,1.02,WEBER,Urban,1 - Wasatch Front
572063,57,2063,379822,5700,374122,167492,2.23,61327,226730,91765,221561,19689,9773,27530,11057,13530,33619,26294,52515,1325,170,17715,8344,1.32,1.02,WEBER,Urban,1 - Wasatch Front
572064,57,2064,382790,5757,377033,169387,2.23,61184,228389,93217,222610,19773,9765,27670,11077,13595,33760,26489,52760,1318,170,17778,8455,1.31,1.03,WEBER,Urban,1 - Wasatch Front
572065,57,2065,385763,5814,379949,171271,2.22,61100,229875,94788,223661,19858,9758,27813,11096,13657,33900,26680,53007,1310,169,17838,8575,1.31,1.03,WEBER,Urban,1 - Wasatch Front
10492023,1049,2023,3456447,56647,3399800,1174478,2.89,899259,2133043,424145,2426616,229505,151433,159351,177622,273928,355135,199766,600430,25469,14786,167173,72018,2.07,0.88,STATE OF UTAH,State,6 - State
10492024,1049,2024,3506840,57530,3449310,1201755,2.87,890489,2175807,440544,2456829,227552,153521,159635,180882,271763,366179,206539,605575,25525,15492,172321,71845,2.04,0.89,STATE OF UTAH,State,6 - State
10492025,1049,2025,3556391,58697,3497694,1230457,2.84,912478,2191079,452834,2503765,229547,153715,162064,184317,274643,372352,215252,614120,25397,15335,177475,79548,2.03,0.88,STATE OF UTAH,State,6 - State
10492026,1049,2026,3605012,60106,3544906,1259651,2.81,898954,2234608,471450,2527399,229231,154668,162887,185622,273029,374747,221967,621173,25395,15839,181457,81384,2.01,0.88,STATE OF UTAH,State,6 - State
10492027,1049,2027,3653603,61537,3592066,1289257,2.79,887047,2276832,489724,2559255,231637,155001,163890,187592,272353,378675,227999,628898,25284,16190,188294,83442,1.99,0.89,STATE OF UTAH,State,6 - State
10492028,1049,2028,3700715,61829,3638886,1318888,2.76,876667,2316979,507069,2582048,232552,154851,164734,187833,273278,381544,232126,636999,25122,15548,192186,85275,1.96,0.9,STATE OF UTAH,State,6 - State
10492029,1049,2029,3746574,61580,3684994,1348197,2.73,868734,2354605,523235,2610253,233921,154138,166678,188347,276110,384412,236094,646794,24976,14729,196757,87297,1.94,0.9,STATE OF UTAH,State,6 - State
10492030,1049,2030,3791492,61157,3730335,1376961,2.71,862599,2390799,538094,2638702,237178,153156,169358,188518,279932,386793,240644,655612,24839,14445,198870,89357,1.92,0.91,STATE OF UTAH,State,6 - State
10492031,1049,2031,3836376,61523,3774853,1405063,2.69,856990,2427523,551863,2660585,240776,151391,171953,188768,282667,386847,244973,662918,24720,14502,199807,91263,1.89,0.91,STATE OF UTAH,State,6 - State
10492032,1049,2032,3880591,61938,3818653,1432438,2.67,852534,2462494,565563,2688289,243708,150190,174361,188954,285907,387485,249624,672813,24610,15164,202083,93390,1.88,0.92,STATE OF UTAH,State,6 - State
10492033,1049,2033,3924295,62338,3861957,1459080,2.65,849402,2495645,579248,2717266,246342,150027,176387,188755,290604,388240,253572,683564,24628,15822,203749,95576,1.86,0.92,STATE OF UTAH,State,6 - State
10492034,1049,2034,3967570,62672,3904898,1485017,2.63,848187,2525437,593946,2762442,248952,154530,178478,188778,295971,390010,258616,699974,24643,16390,207722,98378,1.86,0.91,STATE OF UTAH,State,6 - State
10492035,1049,2035,4010719,62901,3947818,1510407,2.61,849710,2550971,610038,2759553,248862,149455,180124,186252,300588,389915,260318,693136,24611,16592,210265,99435,1.83,0.92,STATE OF UTAH,State,6 - State
10492036,1049,2036,4054478,63123,3991355,1535633,2.6,853492,2573478,627508,2783446,250344,150266,182952,184904,306493,391209,263284,700689,24595,16451,210765,101494,1.81,0.92,STATE OF UTAH,State,6 - State
10492037,1049,2037,4100383,63407,4036976,1561239,2.59,858762,2597571,644050,2812962,252906,151494,185857,184183,311187,393333,266724,709966,24590,16287,212660,103775,1.8,0.92,STATE OF UTAH,State,6 - State
10492038,1049,2038,4148922,63863,4085059,1587458,2.57,864692,2624018,660212,2846427,255395,152222,188500,184348,316619,396197,270769,722802,24572,16225,212532,106246,1.79,0.92,STATE OF UTAH,State,6 - State
10492039,1049,2039,4199429,64393,4135036,1614117,2.56,872243,2649847,677339,2879352,258203,153116,190984,184524,321385,399817,274601,734614,24555,16185,212655,108713,1.78,0.92,STATE OF UTAH,State,6 - State
10492040,1049,2040,4250631,64897,4185734,1640766,2.55,879721,2674627,696283,2912618,260923,153903,193310,184762,326676,404059,278792,745893,24532,16163,212438,111167,1.78,0.92,STATE OF UTAH,State,6 - State
10492041,1049,2041,4301819,65421,4236398,1667184,2.54,888225,2696950,716644,2943077,263881,154918,195467,185139,331235,407399,282561,756279,24507,16205,211882,113604,1.77,0.92,STATE OF UTAH,State,6 - State
10492042,1049,2042,4352916,65953,4286963,1693366,2.53,896793,2716252,739871,2973744,266399,155617,197486,185706,336627,411255,286104,766437,24471,16337,211251,116054,1.76,0.91,STATE OF UTAH,State,6 - State
10492043,1049,2043,4404303,66429,4337874,1719470,2.52,907062,2732790,764451,3004982,269194,156555,199184,186276,341723,415588,289489,776608,24434,16446,210918,118567,1.75,0.91,STATE OF UTAH,State,6 - State
10492044,1049,2044,4456445,66899,4389546,1745719,2.51,917872,2748701,789872,3037192,271904,157350,200892,186929,347104,420148,293162,786944,24394,16410,210819,121136,1.74,0.91,STATE OF UTAH,State,6 - State
10492045,1049,2045,4509918,67479,4442439,1772333,2.51,928694,2764743,816481,3071850,275002,158277,202986,187579,352578,425126,297091,796798,24354,16362,211890,123807,1.73,0.9,STATE OF UTAH,State,6 - State
10492046,1049,2046,4565001,68262,4496739,1799492,2.5,939029,2782941,843031,3107666,277934,159002,205114,188225,358685,430292,301006,805777,24318,16358,214388,126567,1.73,0.9,STATE OF UTAH,State,6 - State
10492047,1049,2047,4621600,69146,4552454,1827331,2.49,948386,2803426,869788,3145173,281141,159745,207187,188796,365690,435550,304837,814071,24281,16463,217995,129417,1.72,0.89,STATE OF UTAH,State,6 - State
10492048,1049,2048,4679278,70166,4609112,1855669,2.48,956412,2826949,895917,3183424,284331,160663,209325,189339,372928,440969,308526,821543,24238,16639,222556,132367,1.72,0.89,STATE OF UTAH,State,6 - State
10492049,1049,2049,4737324,71299,4666025,1884333,2.48,962753,2854489,920082,3222489,287554,161629,211547,189850,380101,446384,312202,828897,24192,16825,227957,135351,1.71,0.89,STATE OF UTAH,State,6 - State
10492050,1049,2050,4794788,72525,4722263,1913066,2.47,967120,2884290,943378,3263885,291032,162708,213792,190432,387250,452503,315951,836799,24140,17006,233828,138444,1.71,0.88,STATE OF UTAH,State,6 - State
10492051,1049,2051,4850917,73798,4777119,1941599,2.46,969461,2916367,965089,3299198,294172,163540,216121,190752,392370,457228,319302,843253,24096,17165,239791,141408,1.7,0.88,STATE OF UTAH,State,6 - State
10492052,1049,2052,4905419,75056,4830363,1969857,2.45,969967,2949895,985557,3334931,297383,164417,218295,191176,396858,462643,322659,849871,24038,17342,245859,144390,1.69,0.88,STATE OF UTAH,State,6 - State
10492053,1049,2053,4958540,76267,4882273,1997949,2.44,969065,2983007,1006468,3370609,300564,165344,220171,191765,400573,468148,325978,857074,23981,17543,252122,147346,1.69,0.89,STATE OF UTAH,State,6 - State
10492054,1049,2054,5010597,77388,4933209,2025993,2.43,967375,3014780,1028442,3405904,303763,166198,221913,192305,404240,473665,329236,863993,23924,17685,258651,150331,1.68,0.89,STATE OF UTAH,State,6 - State
10492055,1049,2055,5061802,78422,4983380,2054082,2.43,965121,3044774,1051907,3441370,306978,167080,223491,193007,407645,479174,332362,871135,23843,17771,265497,153387,1.68,0.88,STATE OF UTAH,State,6 - State
10492056,1049,2056,5112155,79412,5032743,2082123,2.42,962569,3072668,1076918,3475785,309610,167783,224839,193956,411038,485017,336043,879060,23780,17692,270576,156391,1.67,0.88,STATE OF UTAH,State,6 - State
10492057,1049,2057,5161637,80347,5081290,2110026,2.41,959963,3099491,1102183,3506372,311931,168271,226334,194677,414672,489973,339453,886244,23714,17413,274469,159221,1.66,0.88,STATE OF UTAH,State,6 - State
10492058,1049,2058,5210479,81202,5129277,2137878,2.4,957510,3126088,1126881,3535887,314217,168761,227900,195391,418427,494664,342855,893124,23645,17155,277676,162072,1.65,0.88,STATE OF UTAH,State,6 - State
10492059,1049,2059,5259109,82008,5177101,2165766,2.39,955460,3153479,1150170,3564614,316505,169234,229476,196104,422183,499075,346196,899893,23569,16985,280468,164926,1.65,0.88,STATE OF UTAH,State,6 - State
10492060,1049,2060,5307747,82785,5224962,2193770,2.38,953953,3179611,1174183,3593386,318752,169722,231057,196818,425965,503856,349513,906573,23490,16900,282976,167764,1.64,0.88,STATE OF UTAH,State,6 - State
10492061,1049,2061,5356372,83532,5272840,2221786,2.37,953146,3203803,1199423,3620137,321050,170266,232626,197411,429477,507237,352728,913168,23433,16850,285262,170629,1.63,0.88,STATE OF UTAH,State,6 - State
10492062,1049,2062,5404943,84249,5320694,2249736,2.37,953114,3224579,1227250,3647542,323417,170831,234224,198001,432865,511308,355966,919866,23369,16816,287438,173441,1.62,0.88,STATE OF UTAH,State,6 - State
10492063,1049,2063,5453475,84945,5368530,2277561,2.36,953914,3245156,1254405,3674865,325837,171404,235817,198605,436115,515392,359224,926540,23308,16784,289554,176285,1.61,0.88,STATE OF UTAH,State,6 - State
10492064,1049,2064,5501990,85663,5416327,2305212,2.35,955581,3267062,1279347,3702052,328303,171996,237417,199212,439235,519484,362486,933102,23248,16754,291564,179251,1.61,0.88,STATE OF UTAH,State,6 - State
10492065,1049,2065,5550524,86434,5464090,2332663,2.34,958119,3285334,1307071,3729160,330803,172603,239025,199814,442288,523623,365778,939696,23187,16728,293504,182111,1.6,0.88,STATE OF UTAH,State,6 - State
90032023,9003,2023,28788,78,28710,9456,3.04,8264,16609,3915,15912,1012,668,4862,1913,361,1493,854,2430,678,36,1098,507,1.68,1.04,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032024,9003,2024,29087,79,29008,9605,3.02,8168,16845,4074,15791,1006,607,4473,1921,380,1626,915,2326,688,41,1313,495,1.64,1.07,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032025,9003,2025,29424,79,29345,9811,2.99,8336,16893,4195,15961,999,601,4507,1977,381,1637,941,2333,681,40,1328,536,1.63,1.06,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032026,9003,2026,29689,78,29611,10023,2.95,8193,17127,4369,16063,986,598,4496,2007,377,1650,968,2356,681,42,1357,545,1.6,1.07,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032027,9003,2027,30019,78,29941,10219,2.93,8066,17407,4546,16150,987,596,4493,2043,374,1656,984,2368,675,43,1378,553,1.58,1.08,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032028,9003,2028,30353,78,30275,10444,2.9,7960,17691,4702,16224,981,591,4492,2065,374,1661,996,2388,667,41,1409,559,1.55,1.09,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032029,9003,2029,30695,78,30617,10674,2.87,7883,17964,4848,16360,976,584,4517,2086,375,1673,1010,2420,663,38,1448,570,1.53,1.1,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032030,9003,2030,31046,80,30966,10883,2.85,7813,18265,4968,16456,980,576,4553,2098,378,1675,1021,2435,657,38,1466,579,1.51,1.11,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032031,9003,2031,31342,80,31262,11121,2.81,7714,18562,5066,16546,981,564,4591,2114,379,1674,1034,2452,653,38,1478,588,1.49,1.12,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032032,9003,2032,31715,80,31635,11339,2.79,7631,18912,5172,16599,982,556,4624,2125,381,1668,1041,2461,645,39,1482,595,1.46,1.14,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032033,9003,2033,32100,79,32021,11586,2.76,7535,19275,5290,16684,981,550,4642,2135,384,1670,1050,2483,645,41,1497,606,1.44,1.16,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032034,9003,2034,32428,78,32350,11811,2.74,7433,19606,5389,16824,977,562,4670,2119,390,1678,1065,2542,644,43,1514,620,1.42,1.17,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032035,9003,2035,32832,78,32754,12064,2.72,7390,19932,5510,16696,966,536,4699,2079,393,1668,1060,2475,640,44,1513,623,1.38,1.19,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032036,9003,2036,33247,78,33169,12290,2.7,7373,20239,5635,16692,961,533,4754,2049,399,1659,1058,2467,634,43,1506,629,1.36,1.21,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032037,9003,2037,33611,78,33533,12548,2.67,7338,20536,5737,16741,960,532,4811,2027,403,1659,1062,2478,631,43,1500,635,1.33,1.23,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032038,9003,2038,34066,77,33989,12785,2.66,7333,20872,5861,16807,959,528,4860,2013,407,1662,1068,2498,629,43,1494,646,1.31,1.24,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032039,9003,2039,34540,77,34463,13052,2.64,7370,21163,6007,16868,960,526,4905,2001,410,1666,1073,2517,626,43,1486,655,1.29,1.25,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032040,9003,2040,34951,78,34873,13291,2.62,7358,21423,6170,16924,960,523,4947,1988,412,1671,1080,2535,623,43,1477,665,1.27,1.27,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032041,9003,2041,35435,77,35358,13557,2.61,7401,21676,6358,16966,964,523,4982,1979,416,1674,1082,2546,620,43,1464,673,1.25,1.28,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032042,9003,2042,35921,77,35844,13792,2.6,7418,21929,6574,17015,964,520,5015,1971,420,1677,1087,2563,617,44,1456,681,1.23,1.29,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032043,9003,2043,36336,76,36260,14057,2.58,7457,22093,6786,17040,964,517,5037,1963,423,1682,1089,2573,614,43,1446,689,1.21,1.3,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032044,9003,2044,36837,77,36760,14295,2.57,7515,22306,7016,17064,966,515,5058,1955,428,1685,1089,2582,610,43,1435,698,1.19,1.31,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032045,9003,2045,37273,76,37197,14565,2.55,7556,22468,7249,17104,965,512,5090,1947,432,1689,1091,2591,607,43,1432,705,1.17,1.31,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032046,9003,2046,37800,76,37724,14811,2.55,7610,22676,7514,17154,963,508,5124,1939,437,1693,1093,2597,604,43,1438,715,1.16,1.32,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032047,9003,2047,38261,76,38185,15061,2.54,7645,22827,7789,17206,966,506,5156,1930,444,1696,1094,2598,601,44,1449,722,1.14,1.33,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032048,9003,2048,38810,76,38734,15348,2.52,7691,23040,8079,17264,965,502,5190,1923,451,1699,1094,2600,598,44,1467,731,1.12,1.33,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032049,9003,2049,39284,78,39206,15605,2.51,7715,23210,8359,17331,967,500,5226,1913,459,1702,1095,2599,595,44,1490,741,1.11,1.34,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032050,9003,2050,39837,78,39759,15897,2.5,7745,23447,8645,17393,969,498,5261,1905,464,1704,1094,2597,591,45,1514,751,1.09,1.35,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032051,9003,2051,40299,78,40221,16153,2.49,7750,23662,8887,17491,968,494,5301,1895,469,1712,1098,2607,590,45,1548,764,1.08,1.35,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032052,9003,2052,40832,79,40753,16407,2.48,7762,23934,9136,17538,967,491,5336,1886,472,1713,1096,2601,586,46,1572,772,1.07,1.36,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032053,9003,2053,41272,79,41193,16694,2.47,7746,24155,9371,17581,968,488,5363,1877,475,1714,1093,2597,583,46,1597,780,1.05,1.37,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032054,9003,2054,41791,80,41711,16947,2.46,7738,24412,9641,17613,964,483,5385,1870,478,1715,1089,2592,579,46,1623,789,1.04,1.39,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032055,9003,2055,42221,80,42141,17202,2.45,7704,24598,9919,17680,963,480,5402,1861,481,1722,1090,2599,578,47,1657,800,1.03,1.39,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032056,9003,2056,42736,80,42656,17495,2.44,7679,24814,10243,17690,961,476,5413,1855,483,1722,1087,2594,574,46,1672,807,1.01,1.4,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032057,9003,2057,43160,80,43080,17752,2.43,7634,24975,10551,17687,957,472,5428,1847,484,1720,1084,2586,570,45,1679,815,1.0,1.41,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
90032058,9003,2058,43669,81,43588,18048,2.42,7600,25178,10891,17722,954,467,5444,1841,485,1726,1087,2591,568,45,1692,822,0.98,1.42,BOX ELDER - RURAL,Rural,0 - UDOT (Rural)
