TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
            4) Auto 3+pers,     29801,   3.34,   3.54,      4988,   4.43,   7.45,    613450,  31.42,  34.34,    227942,  26.43,  28.39,-,-,-,    876181,  20.55,  22.64,
                    GP use,     22342,   2.51,  74.97,      3787,   3.37,  75.92,    575829,  29.50,  93.87,    204774,  23.74,  89.84,-,-,-,    806731,  18.92,  92.07,
                    HOV use,      7447,   0.84,  24.99,      1201,   1.07,  24.08,     37626,   1.93,   6.13,     23169,   2.69,  10.16,-,-,-,     69444,   1.63,   7.93,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) IMZ Door-to-Door (D2D),        76,   0.01,   0.01,         0,      0,      0,       360,   0.02,   0.02,       143,   0.02,   0.02,-,-,-,       579,   0.01,   0.01,
                    IMZ D2D 1 pers,        65,   0.01,  85.53,         0,      0,      0,       307,   0.02,  85.28,       123,   0.01,  86.01,-,-,-,       495,   0.01,  85.49,
                    IMZ D2D 2 pers,         9,   0.00,  11.84,         0,      0,      0,        42,   0.00,  11.67,        16,   0.00,  11.19,-,-,-,        67,   0.00,  11.57,
                    IMZ D2D 3+ pers,         2,   0.00,   2.63,         0,      0,      0,        11,   0.00,   3.06,         4,   0.00,   2.80,-,-,-,        17,   0.00,   2.94
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    371887,  83.49,  83.49,    371887,   8.72,  83.49,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     50529,  11.34,  13.59,     50529,   1.19,  13.59,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54499,  12.23,  14.65,     54499,   1.28,  14.65,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    266859,  59.91,  71.76,    266859,   6.26,  71.76,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    171403,  38.48,  46.09,    171403,   4.02,  46.09,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     19242,   4.32,  11.23,     19242,   0.45,  11.23,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    152161,  34.16,  88.77,    152161,   3.57,  88.77,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    200484,  45.01,  53.91,    200484,   4.70,  53.91,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     31287,   7.02,  15.61,     31287,   0.73,  15.61,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54499,  12.23,  27.18,     54499,   1.28,  27.18,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    114697,  25.75,  57.21,    114697,   2.69,  57.21
        3) Transit,     20931,   2.35,   2.43,     18733,  16.65,  21.86,      8780,   0.45,   0.49,      1745,   0.20,   0.22,-,-,-,     50188,   1.18,   1.28
            4) Local Bus (LCL),      8027,   0.90,  38.35,      6500,   5.78,  34.70,      3218,   0.16,  36.65,       642,   0.07,  36.77,-,-,-,     18386,   0.43,  36.63,
                    LCL Walk,      7514,   0.84,  93.61,      5408,   4.81,  83.20,      3135,   0.16,  97.42,       624,   0.07,  97.25,-,-,-,     16681,   0.39,  90.72,
                    LCL Drive,       513,   0.06,   6.39,      1092,   0.97,  16.80,        83,   0.00,   2.58,        18,   0.00,   2.75,-,-,-,      1706,   0.04,   9.28
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1417,   0.16,   6.77,      4254,   3.78,  22.71,       631,   0.03,   7.18,       161,   0.02,   9.24,-,-,-,      6463,   0.15,  12.88,
                    BRT Walk,      1345,   0.15,  94.93,      3138,   2.79,  73.77,       627,   0.03,  99.37,       161,   0.02,  99.85,-,-,-,      5271,   0.12,  81.56,
                    BRT Drive,        72,   0.01,   5.07,      1116,   0.99,  26.23,         4,   0.00,   0.63,         0,   0.00,   0.15,-,-,-,      1192,   0.03,  18.44
            4) Express Bus (EXP),       448,   0.05,   2.14,       197,   0.17,   1.05,        48,   0.00,   0.55,        13,   0.00,   0.77,-,-,-,       707,   0.02,   1.41,
                    EXP Walk,       193,   0.02,  42.96,        67,   0.06,  33.85,        44,   0.00,  90.96,        13,   0.00,  99.99,-,-,-,       317,   0.01,  44.80,
                    EXP Drive,       256,   0.03,  57.04,       130,   0.12,  66.15,         4,   0.00,   9.04,         0,   0.00,   0.01,-,-,-,       390,   0.01,  55.20
            4) Light-Rail Transit (LRT),      6990,   0.78,  33.40,      4494,   3.99,  23.99,      3860,   0.20,  43.97,       730,   0.08,  41.83,-,-,-,     16074,   0.38,  32.03,
                    LRT Walk,      5586,   0.63,  79.92,      3276,   2.91,  72.91,      3415,   0.17,  88.46,       693,   0.08,  94.91,-,-,-,     12970,   0.30,  80.69,
                    LRT Drive,      1404,   0.16,  20.08,      1217,   1.08,  27.09,       445,   0.02,  11.54,        37,   0.00,   5.09,-,-,-,      3103,   0.07,  19.31
            4) Commuter-Rail Transit (CRT),      4026,   0.45,  19.24,      3289,   2.92,  17.56,      1001,   0.05,  11.41,       190,   0.02,  10.87,-,-,-,      8507,   0.20,  16.95,
                    CRT Walk,      1313,   0.15,  32.62,       944,   0.84,  28.71,       411,   0.02,  41.09,       138,   0.02,  72.77,-,-,-,      2807,   0.07,  33.00,
                    CRT Drive,      2713,   0.30,  67.38,      2345,   2.08,  71.29,       590,   0.03,  58.91,        52,   0.01,  27.23,-,-,-,      5699,   0.13,  67.00,
  
   Model: v10x,
   Scenario: C63,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Peak Period,
   Shares\RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
