TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                    GP use,     22462,   2.52,  74.73,      3782,   3.36,  75.49,    574932,  29.45,  93.76,    205003,  23.76,  89.77,-,-,-,    806179,  18.91,  91.97,
                    HOV use,      7588,   0.85,  25.25,      1228,   1.09,  24.51,     38241,   1.96,   6.24,     23371,   2.71,  10.23,-,-,-,     70428,   1.65,   8.03,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) IMZ Door-to-Door (D2D),        77,   0.01,   0.01,         0,      0,      0,       359,   0.02,   0.02,       143,   0.02,   0.02,-,-,-,       579,   0.01,   0.01,
                    IMZ D2D 1 pers,        66,   0.01,  85.71,         0,      0,      0,       306,   0.02,  85.24,       123,   0.01,  86.01,-,-,-,       495,   0.01,  85.49,
                    IMZ D2D 2 pers,         9,   0.00,  11.69,         0,      0,      0,        42,   0.00,  11.70,        16,   0.00,  11.19,-,-,-,        67,   0.00,  11.57,
                    IMZ D2D 3+ pers,         2,   0.00,   2.60,         0,      0,      0,        11,   0.00,   3.06,         4,   0.00,   2.80,-,-,-,        17,   0.00,   2.94
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    370690,  83.22,  83.22,    370690,   8.69,  83.22,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     49347,  11.08,  13.31,     49347,   1.16,  13.31,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54443,  12.22,  14.69,     54443,   1.28,  14.69,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    266900,  59.92,  72.00,    266900,   6.26,  72.00,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    170745,  38.33,  46.06,    170745,   4.00,  46.06,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     18757,   4.21,  10.99,     18757,   0.44,  10.99,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    151987,  34.12,  89.01,    151987,   3.56,  89.01,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    199945,  44.89,  53.94,    199945,   4.69,  53.94,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     30590,   6.87,  15.30,     30590,   0.72,  15.30,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54443,  12.22,  27.23,     54443,   1.28,  27.23,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    114912,  25.80,  57.47,    114912,   2.69,  57.47
        3) Transit,     20335,   2.28,   2.35,     19658,  17.47,  22.68,      9119,   0.47,   0.51,      1769,   0.21,   0.22,-,-,-,     50881,   1.19,   1.30
            4) Local Bus (LCL),      7181,   0.81,  35.31,      7113,   6.32,  36.18,      3323,   0.17,  36.44,       656,   0.08,  37.07,-,-,-,     18273,   0.43,  35.91,
                    LCL Walk,      6725,   0.75,  93.65,      6012,   5.34,  84.53,      3247,   0.17,  97.71,       641,   0.07,  97.70,-,-,-,     16625,   0.39,  90.98,
                    LCL Drive,       456,   0.05,   6.35,      1101,   0.98,  15.47,        76,   0.00,   2.29,        15,   0.00,   2.30,-,-,-,      1648,   0.04,   9.02
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1216,   0.14,   5.98,      4661,   4.14,  23.71,       680,   0.03,   7.45,       185,   0.02,  10.47,-,-,-,      6743,   0.16,  13.25,
                    BRT Walk,      1148,   0.13,  94.38,      3482,   3.09,  74.71,       676,   0.03,  99.45,       185,   0.02,  99.88,-,-,-,      5491,   0.13,  81.45,
                    BRT Drive,        68,   0.01,   5.62,      1179,   1.05,  25.29,         4,   0.00,   0.55,         0,   0.00,   0.12,-,-,-,      1251,   0.03,  18.55
            4) Express Bus (EXP),       517,   0.06,   2.54,       169,   0.15,   0.86,        49,   0.00,   0.54,        14,   0.00,   0.80,-,-,-,       749,   0.02,   1.47,
                    EXP Walk,       239,   0.03,  46.20,       123,   0.11,  72.53,        45,   0.00,  92.36,        14,   0.00,  99.98,-,-,-,       421,   0.01,  56.19,
                    EXP Drive,       278,   0.03,  53.80,        47,   0.04,  27.47,         4,   0.00,   7.64,         0,   0.00,   0.02,-,-,-,       328,   0.01,  43.81
            4) Light-Rail Transit (LRT),      7203,   0.81,  35.42,      4199,   3.73,  21.36,      4003,   0.21,  43.89,       719,   0.08,  40.65,-,-,-,     16124,   0.38,  31.69,
                    LRT Walk,      5583,   0.63,  77.51,      2916,   2.59,  69.45,      3528,   0.18,  88.15,       681,   0.08,  94.65,-,-,-,     12709,   0.30,  78.82,
                    LRT Drive,      1620,   0.18,  22.49,      1283,   1.14,  30.55,       474,   0.02,  11.85,        38,   0.00,   5.35,-,-,-,      3415,   0.08,  21.18
            4) Commuter-Rail Transit (CRT),      4198,   0.47,  20.64,      3515,   3.12,  17.88,      1045,   0.05,  11.46,       186,   0.02,  10.51,-,-,-,      8944,   0.21,  17.58,
                    CRT Walk,      1529,   0.17,  36.43,       961,   0.85,  27.35,       412,   0.02,  39.39,       136,   0.02,  72.95,-,-,-,      3038,   0.07,  33.97,
                    CRT Drive,      2668,   0.30,  63.57,      2554,   2.27,  72.65,       633,   0.03,  60.61,        50,   0.01,  27.05,-,-,-,      5906,   0.14,  66.03,
  
   Model: v10x,
   Scenario: C65,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Peak Period,
   Shares\RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
