TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) Auto 3+pers,     29182,   3.62,   3.86,         0,      0,      0,   1026490,  26.70,  29.24,    452981,  25.88,  28.38,-,-,-,   1508654,  22.68,  24.85,
                    GP use,     22850,   2.84,  78.30,         0,      0,      0,    962153,  25.02,  93.73,    407201,  23.27,  89.89,-,-,-,   1392203,  20.93,  92.28,
                    HOV use,      6335,   0.79,  21.71,         0,      0,      0,     64348,   1.67,   6.27,     45790,   2.62,  10.11,-,-,-,    116473,   1.75,   7.72,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) IMZ Door-to-Door (D2D),        54,   0.01,   0.01,         0,      0,      0,       548,   0.01,   0.02,       220,   0.01,   0.01,-,-,-,       822,   0.01,   0.01,
                    IMZ D2D 1 pers,        46,   0.01,  85.19,         0,      0,      0,       468,   0.01,  85.40,       187,   0.01,  85.00,-,-,-,       701,   0.01,  85.28,
                    IMZ D2D 2 pers,         6,   0.00,  11.11,         0,      0,      0,        63,   0.00,  11.50,        26,   0.00,  11.82,-,-,-,        95,   0.00,  11.56,
                    IMZ D2D 3+ pers,         2,   0.00,   3.70,         0,      0,      0,        17,   0.00,   3.10,         7,   0.00,   3.18,-,-,-,        26,   0.00,   3.16
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    208734,  83.28,  83.28,    208734,   3.14,  83.28,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     27597,  11.01,  13.22,     27597,   0.41,  13.22,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     30608,  12.21,  14.66,     30608,   0.46,  14.66,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    150530,  60.06,  72.12,    150530,   2.26,  72.12,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,     96350,  38.44,  46.16,     96350,   1.45,  46.16,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     10450,   4.17,  10.85,     10450,   0.16,  10.85,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     85901,  34.27,  89.15,     85901,   1.29,  89.15,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    112384,  44.84,  53.84,    112384,   1.69,  53.84,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     17147,   6.84,  15.26,     17147,   0.26,  15.26,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     30608,  12.21,  27.24,     30608,   0.46,  27.24,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     64629,  25.78,  57.51,     64629,   0.97,  57.51
        3) Transit,     14931,   1.85,   1.94,         0,      0,      0,     19982,   0.52,   0.57,      4627,   0.26,   0.29,-,-,-,     39540,   0.59,   0.65
            4) Local Bus (LCL),      5607,   0.70,  37.55,         0,      0,      0,      8083,   0.21,  40.45,      1505,   0.09,  32.52,-,-,-,     15195,   0.23,  38.43,
                    LCL Walk,      5361,   0.67,  95.62,         0,      0,   0.00,      7830,   0.20,  96.87,      1495,   0.09,  99.34,-,-,-,     14686,   0.22,  96.65,
                    LCL Drive,       246,   0.03,   4.38,         0,      0,   0.00,       253,   0.01,   3.13,        10,   0.00,   0.66,-,-,-,       509,   0.01,   3.35
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),       605,   0.08,   4.06,         0,      0,      0,      1467,   0.04,   7.34,       673,   0.04,  14.55,-,-,-,      2746,   0.04,   6.95,
                    BRT Walk,       590,   0.07,  97.40,         0,      0,   0.00,      1457,   0.04,  99.28,       662,   0.04,  98.27,-,-,-,      2708,   0.04,  98.62,
                    BRT Drive,        16,   0.00,   2.60,         0,      0,   0.00,        11,   0.00,   0.72,        12,   0.00,   1.73,-,-,-,        38,   0.00,   1.38
            4) Express Bus (EXP),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    EXP Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    EXP Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Light-Rail Transit (LRT),      6521,   0.81,  43.68,         0,      0,      0,      8167,   0.21,  40.87,      2157,   0.12,  46.61,-,-,-,     16845,   0.25,  42.60,
                    LRT Walk,      5241,   0.65,  80.36,         0,      0,   0.00,      7415,   0.19,  90.79,      2060,   0.12,  95.53,-,-,-,     14716,   0.22,  87.36,
                    LRT Drive,      1281,   0.16,  19.64,         0,      0,   0.00,       752,   0.02,   9.21,        96,   0.01,   4.47,-,-,-,      2129,   0.03,  12.64
            4) Commuter-Rail Transit (CRT),      2183,   0.27,  14.62,         0,      0,      0,      2244,   0.06,  11.23,       284,   0.02,   6.14,-,-,-,      4711,   0.07,  11.91,
                    CRT Walk,       851,   0.11,  39.00,         0,      0,   0.00,      1077,   0.03,  47.97,       190,   0.01,  66.80,-,-,-,      2118,   0.03,  44.95,
                    CRT Drive,      1331,   0.17,  61.00,         0,      0,   0.00,      1168,   0.03,  52.03,        94,   0.01,  33.20,-,-,-,      2593,   0.04,  55.05,
  
   Model: v10x,
   Scenario: C59,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Off-Peak Period,
   Shares\RegionShares_Ok.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
