TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                    IMZ D2D 1 pers,        66,   0.01,  85.71,         0,      0,      0,       306,   0.02,  85.24,       123,   0.01,  86.01,-,-,-,       495,   0.01,  85.49,
                    IMZ D2D 2 pers,         9,   0.00,  11.69,         0,      0,      0,        42,   0.00,  11.70,        16,   0.00,  11.19,-,-,-,        67,   0.00,  11.57,
                    IMZ D2D 3+ pers,         2,   0.00,   2.60,         0,      0,      0,        11,   0.00,   3.06,         4,   0.00,   2.80,-,-,-,        17,   0.00,   2.94
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    370775,  83.24,  83.24,    370775,   8.70,  83.24,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     49445,  11.10,  13.34,     49445,   1.16,  13.34,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54445,  12.22,  14.68,     54445,   1.28,  14.68,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    266885,  59.92,  71.98,    266885,   6.26,  71.98,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    170781,  38.34,  46.06,    170781,   4.01,  46.06,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     18790,   4.22,  11.00,     18790,   0.44,  11.00,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    151991,  34.12,  89.00,    151991,   3.56,  89.00,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    199994,  44.90,  53.94,    199994,   4.69,  53.94,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     30655,   6.88,  15.33,     30655,   0.72,  15.33,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     54445,  12.22,  27.22,     54445,   1.28,  27.22,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,    114894,  25.79,  57.45,    114894,   2.69,  57.45
        3) Transit,     20455,   2.30,   2.38,     18117,  16.10,  21.16,      8504,   0.44,   0.48,      1727,   0.20,   0.22,-,-,-,     48802,   1.14,   1.25
            4) Local Bus (LCL),      7398,   0.83,  36.17,      6240,   5.55,  34.44,      2962,   0.15,  34.84,       606,   0.07,  35.10,-,-,-,     17207,   0.40,  35.26,
                    LCL Walk,      6957,   0.78,  94.03,      5237,   4.65,  83.92,      2891,   0.15,  97.58,       591,   0.07,  97.52,-,-,-,     15675,   0.37,  91.10,
                    LCL Drive,       442,   0.05,   5.97,      1003,   0.89,  16.08,        72,   0.00,   2.42,        15,   0.00,   2.48,-,-,-,      1532,   0.04,   8.90
            4) Core Bus (COR),         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0,
                    COR Walk,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00,
                    COR Drive,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,         0,      0,   0.00,-,-,-,         0,      0,   0.00
            4) Bus-Rapid Transit (BRT),      1377,   0.15,   6.73,      3834,   3.41,  21.16,       609,   0.03,   7.17,       159,   0.02,   9.20,-,-,-,      5979,   0.14,  12.25,
                    BRT Walk,      1313,   0.15,  95.30,      3137,   2.79,  81.81,       606,   0.03,  99.44,       159,   0.02,  99.85,-,-,-,      5214,   0.12,  87.19,
                    BRT Drive,        65,   0.01,   4.70,       697,   0.62,  18.19,         3,   0.00,   0.56,         0,   0.00,   0.15,-,-,-,       766,   0.02,  12.81
            4) Express Bus (EXP),       420,   0.05,   2.05,       206,   0.18,   1.14,        49,   0.00,   0.57,        13,   0.00,   0.74,-,-,-,       688,   0.02,   1.41,
                    EXP Walk,       180,   0.02,  42.92,        70,   0.06,  33.96,        43,   0.00,  89.07,        13,   0.00,  99.98,-,-,-,       307,   0.01,  44.58,
                    EXP Drive,       240,   0.03,  57.08,       136,   0.12,  66.04,         5,   0.00,  10.93,         0,   0.00,   0.02,-,-,-,       381,   0.01,  55.42
            4) Light-Rail Transit (LRT),      7217,   0.81,  35.28,      4638,   4.12,  25.60,      3852,   0.20,  45.30,       754,   0.09,  43.67,-,-,-,     16461,   0.39,  33.73,
                    LRT Walk,      5728,   0.64,  79.37,      3381,   3.00,  72.90,      3400,   0.17,  88.27,       715,   0.08,  94.81,-,-,-,     13224,   0.31,  80.34,
                    LRT Drive,      1489,   0.17,  20.63,      1257,   1.12,  27.10,       452,   0.02,  11.73,        39,   0.00,   5.19,-,-,-,      3237,   0.08,  19.66
            4) Commuter-Rail Transit (CRT),      4021,   0.45,  19.66,      3199,   2.84,  17.66,      1011,   0.05,  11.89,       186,   0.02,  10.78,-,-,-,      8417,   0.20,  17.25,
                    CRT Walk,      1304,   0.15,  32.43,       884,   0.79,  27.62,       408,   0.02,  40.36,       135,   0.02,  72.47,-,-,-,      2731,   0.06,  32.44,
                    CRT Drive,      2717,   0.30,  67.57,      2316,   2.06,  72.38,       603,   0.03,  59.64,        51,   0.01,  27.53,-,-,-,      5686,   0.13,  67.56,
  
   Model: v10x,
   Scenario: C59,
   RunYear: 2023,
   Socio-Economic year modeled:         2023,
   Network infrastructure year modeled: 2023,
   Period the results apply to:  Peak Period,
   Shares\RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
