"SITE","DATE_ONLY","HOUR","LENGTH_BIN","LENGTH_DEF","COUNT"
"-0307",09/06/2023,0,4,"L30-50",4
"-0307",09/06/2023,0,5,"L50-79",54
"-0307",09/06/2023,0,6,"L79-120",13
"-0307",09/06/2023,1,1,"L0-8",0
"-0307",09/06/2023,1,2,"L8-20",37
"-0307",09/06/2023,1,3,"L20-30",7
"-0307",09/06/2023,1,4,"L30-50",4
"-0307",09/06/2023,1,5,"L50-79",50
"-0307",09/06/2023,1,6,"L79-120",1
"-0307",09/06/2023,2,1,"L0-8",0
"-0307",09/06/2023,2,2,"L8-20",15
"-0307",09/06/2023,2,3,"L20-30",4
"-0307",09/06/2023,2,4,"L30-50",7
"-0307",09/06/2023,2,5,"L50-79",51
"-0307",09/06/2023,2,6,"L79-120",7
"-0307",09/06/2023,3,1,"L0-8",0
"-0307",09/06/2023,3,2,"L8-20",36
"-0307",09/06/2023,3,3,"L20-30",10
"-0307",09/06/2023,3,4,"L30-50",8
"-0307",09/06/2023,3,5,"L50-79",44
"-0307",09/06/2023,3,6,"L79-120",9
"-0307",09/06/2023,4,1,"L0-8",1
"-0307",09/06/2023,4,2,"L8-20",104
"-0307",09/06/2023,4,3,"L20-30",26
"-0307",09/06/2023,4,4,"L30-50",12
"-0307",09/06/2023,4,5,"L50-79",59
"-0307",09/06/2023,4,6,"L79-120",21
"-0307",09/06/2023,5,1,"L0-8",0
"-0307",09/06/2023,5,2,"L8-20",291
"-0307",09/06/2023,5,3,"L20-30",87
"-0307",09/06/2023,5,4,"L30-50",21
"-0307",09/06/2023,5,5,"L50-79",79
"-0307",09/06/2023,5,6,"L79-120",27
"-0307",09/06/2023,6,1,"L0-8",1
"-0307",09/06/2023,6,2,"L8-20",623
"-0307",09/06/2023,6,3,"L20-30",269
"-0307",09/06/2023,6,4,"L30-50",50
"-0307",09/06/2023,6,5,"L50-79",93
"-0307",09/06/2023,6,6,"L79-120",45
"-0307",09/06/2023,7,1,"L0-8",0
"-0307",09/06/2023,7,2,"L8-20",699
"-0307",09/06/2023,7,3,"L20-30",221
"-0307",09/06/2023,7,4,"L30-50",75
"-0307",09/06/2023,7,5,"L50-79",119
"-0307",09/06/2023,7,6,"L79-120",58
"-0307",09/06/2023,8,1,"L0-8",0
"-0307",09/06/2023,8,2,"L8-20",661
"-0307",09/06/2023,8,3,"L20-30",193
"-0307",09/06/2023,8,4,"L30-50",97
"-0307",09/06/2023,8,5,"L50-79",140
"-0307",09/06/2023,8,6,"L79-120",42
"-0307",09/06/2023,9,1,"L0-8",0
"-0307",09/06/2023,9,2,"L8-20",579
"-0307",09/06/2023,9,3,"L20-30",154
"-0307",09/06/2023,9,4,"L30-50",71
"-0307",09/06/2023,9,5,"L50-79",144
"-0307",09/06/2023,9,6,"L79-120",55
"-0307",09/06/2023,10,1,"L0-8",0
"-0307",09/06/2023,10,2,"L8-20",552
"-0307",09/06/2023,10,3,"L20-30",153
"-0307",09/06/2023,10,4,"L30-50",67
"-0307",09/06/2023,10,5,"L50-79",198
"-0307",09/06/2023,10,6,"L79-120",46
"-0307",09/06/2023,11,1,"L0-8",1
"-0307",09/06/2023,11,2,"L8-20",553
"-0307",09/06/2023,11,3,"L20-30",164
"-0307",09/06/2023,11,4,"L30-50",94
"-0307",09/06/2023,11,5,"L50-79",208
"-0307",09/06/2023,11,6,"L79-120",69
"-0307",09/06/2023,12,1,"L0-8",2
"-0307",09/06/2023,12,2,"L8-20",602
"-0307",09/06/2023,12,3,"L20-30",168
"-0307",09/06/2023,12,4,"L30-50",91
"-0307",09/06/2023,12,5,"L50-79",178
"-0307",09/06/2023,12,6,"L79-120",49
"-0307",09/06/2023,13,1,"L0-8",0
"-0307",09/06/2023,13,2,"L8-20",567
"-0307",09/06/2023,13,3,"L20-30",179
"-0307",09/06/2023,13,4,"L30-50",82
"-0307",09/06/2023,13,5,"L50-79",197
"-0307",09/06/2023,13,6,"L79-120",47
"-0307",09/06/2023,14,1,"L0-8",3
"-0307",09/06/2023,14,2,"L8-20",706
"-0307",09/06/2023,14,3,"L20-30",189
"-0307",09/06/2023,14,4,"L30-50",86
"-0307",09/06/2023,14,5,"L50-79",215
"-0307",09/06/2023,14,6,"L79-120",54
"-0307",09/06/2023,15,1,"L0-8",1
"-0307",09/06/2023,15,2,"L8-20",823
"-0307",09/06/2023,15,3,"L20-30",237
"-0307",09/06/2023,15,4,"L30-50",85
"-0307",09/06/2023,15,5,"L50-79",202
"-0307",09/06/2023,15,6,"L79-120",43
"-0307",09/06/2023,16,1,"L0-8",0
"-0307",09/06/2023,16,2,"L8-20",960
"-0307",09/06/2023,16,3,"L20-30",276
"-0307",09/06/2023,16,4,"L30-50",102
"-0307",09/06/2023,16,5,"L50-79",208
"-0307",09/06/2023,16,6,"L79-120",47
"-0307",09/06/2023,17,1,"L0-8",1
"-0307",09/06/2023,17,2,"L8-20",1033
"-0307",09/06/2023,17,3,"L20-30",271
"-0307",09/06/2023,17,4,"L30-50",95
"-0307",09/06/2023,17,5,"L50-79",168
"-0307",09/06/2023,17,6,"L79-120",20
"-0307",09/06/2023,18,1,"L0-8",1
"-0307",09/06/2023,18,2,"L8-20",749
"-0307",09/06/2023,18,3,"L20-30",207
"-0307",09/06/2023,18,4,"L30-50",64
"-0307",09/06/2023,18,5,"L50-79",172
"-0307",09/06/2023,18,6,"L79-120",27
"-0307",09/06/2023,19,1,"L0-8",0
"-0307",09/06/2023,19,2,"L8-20",485
"-0307",09/06/2023,19,3,"L20-30",95
"-0307",09/06/2023,19,4,"L30-50",43
"-0307",09/06/2023,19,5,"L50-79",134
"-0307",09/06/2023,19,6,"L79-120",10
"-0307",09/06/2023,20,1,"L0-8",0
"-0307",09/06/2023,20,2,"L8-20",436
"-0307",09/06/2023,20,3,"L20-30",70
"-0307",09/06/2023,20,4,"L30-50",31
"-0307",09/06/2023,20,5,"L50-79",140
"-0307",09/06/2023,20,6,"L79-120",13
"-0307",09/06/2023,21,1,"L0-8",0
"-0307",09/06/2023,21,2,"L8-20",260
"-0307",09/06/2023,21,3,"L20-30",57
"-0307",09/06/2023,21,4,"L30-50",23
"-0307",09/06/2023,21,5,"L50-79",113
"-0307",09/06/2023,21,6,"L79-120",12
"-0307",09/06/2023,22,1,"L0-8",0
"-0307",09/06/2023,22,2,"L8-20",150
"-0307",09/06/2023,22,3,"L20-30",21
"-0307",09/06/2023,22,4,"L30-50",10
"-0307",09/06/2023,22,5,"L50-79",102
"-0307",09/06/2023,22,6,"L79-120",8
"-0307",09/06/2023,23,1,"L0-8",0
"-0307",09/06/2023,23,2,"L8-20",76
"-0307",09/06/2023,23,3,"L20-30",13
"-0307",09/06/2023,23,4,"L30-50",8
"-0307",09/06/2023,23,5,"L50-79",69
"-0307",09/06/2023,23,6,"L79-120",8
"-0307",09/07/2023,0,1,"L0-8",0
"-0307",09/07/2023,0,2,"L8-20",40
"-0307",09/07/2023,0,3,"L20-30",8
"-0307",09/07/2023,0,4,"L30-50",8
"-0307",09/07/2023,0,5,"L50-79",81
"-0307",09/07/2023,0,6,"L79-120",5
"-0307",09/07/2023,1,1,"L0-8",0
"-0307",09/07/2023,1,2,"L8-20",25
"-0307",09/07/2023,1,3,"L20-30",7
"-0307",09/07/2023,1,4,"L30-50",4
"-0307",09/07/2023,1,5,"L50-79",64
"-0307",09/07/2023,1,6,"L79-120",6
"-0307",09/07/2023,2,1,"L0-8",0
"-0307",09/07/2023,2,2,"L8-20",18
"-0307",09/07/2023,2,3,"L20-30",5
"-0307",09/07/2023,2,4,"L30-50",8
"-0307",09/07/2023,2,5,"L50-79",53
"-0307",09/07/2023,2,6,"L79-120",12
"-0307",09/07/2023,3,1,"L0-8",0
"-0307",09/07/2023,3,2,"L8-20",42
"-0307",09/07/2023,3,3,"L20-30",7
"-0307",09/07/2023,3,4,"L30-50",11
"-0307",09/07/2023,3,5,"L50-79",60
"-0307",09/07/2023,3,6,"L79-120",18
"-0307",09/07/2023,4,1,"L0-8",0
"-0307",09/07/2023,4,2,"L8-20",90
"-0307",09/07/2023,4,3,"L20-30",38
"-0307",09/07/2023,4,4,"L30-50",11
"-0307",09/07/2023,4,5,"L50-79",63
"-0307",09/07/2023,4,6,"L79-120",24
"-0307",09/07/2023,5,1,"L0-8",1
"-0307",09/07/2023,5,2,"L8-20",297
"-0307",09/07/2023,5,3,"L20-30",106
"-0307",09/07/2023,5,4,"L30-50",30
"-0307",09/07/2023,5,5,"L50-79",76
"-0307",09/07/2023,5,6,"L79-120",30
"-0307",09/07/2023,6,1,"L0-8",1
"-0307",09/07/2023,6,2,"L8-20",632
"-0307",09/07/2023,6,3,"L20-30",258
"-0307",09/07/2023,6,4,"L30-50",46
"-0307",09/07/2023,6,5,"L50-79",109
"-0307",09/07/2023,6,6,"L79-120",36
"-0307",09/07/2023,7,1,"L0-8",1
"-0307",09/07/2023,7,2,"L8-20",743
"-0307",09/07/2023,7,3,"L20-30",226
"-0307",09/07/2023,7,4,"L30-50",90
"-0307",09/07/2023,7,5,"L50-79",146
"-0307",09/07/2023,7,6,"L79-120",38
"-0307",09/07/2023,8,1,"L0-8",0
"-0307",09/07/2023,8,2,"L8-20",658
"-0307",09/07/2023,8,3,"L20-30",191
"-0307",09/07/2023,8,4,"L30-50",92
"-0307",09/07/2023,8,5,"L50-79",153
"-0307",09/07/2023,8,6,"L79-120",53
"-0307",09/07/2023,9,1,"L0-8",1
"-0307",09/07/2023,9,2,"L8-20",599
"-0307",09/07/2023,9,3,"L20-30",160
"-0307",09/07/2023,9,4,"L30-50",98
"-0307",09/07/2023,9,5,"L50-79",198
"-0307",09/07/2023,9,6,"L79-120",53
"-0307",09/07/2023,10,1,"L0-8",3
"-0307",09/07/2023,10,2,"L8-20",543
"-0307",09/07/2023,10,3,"L20-30",167
"-0307",09/07/2023,10,4,"L30-50",114
"-0307",09/07/2023,10,5,"L50-79",218
"-0307",09/07/2023,10,6,"L79-120",62
"-0307",09/07/2023,11,1,"L0-8",0
"-0307",09/07/2023,11,2,"L8-20",588
"-0307",09/07/2023,11,3,"L20-30",185
"-0307",09/07/2023,11,4,"L30-50",133
"-0307",09/07/2023,11,5,"L50-79",232
"-0307",09/07/2023,11,6,"L79-120",53
"-0307",09/07/2023,12,1,"L0-8",0
"-0307",09/07/2023,12,2,"L8-20",551
"-0307",09/07/2023,12,3,"L20-30",149
"-0307",09/07/2023,12,4,"L30-50",88
"-0307",09/07/2023,12,5,"L50-79",213
"-0307",09/07/2023,12,6,"L79-120",56
"-0307",09/07/2023,13,1,"L0-8",0
"-0307",09/07/2023,13,2,"L8-20",633
"-0307",09/07/2023,13,3,"L20-30",196
"-0307",09/07/2023,13,4,"L30-50",87
"-0307",09/07/2023,13,5,"L50-79",247
"-0307",09/07/2023,13,6,"L79-120",46
"-0307",09/07/2023,14,1,"L0-8",1
"-0307",09/07/2023,14,2,"L8-20",703
"-0307",09/07/2023,14,3,"L20-30",185
"-0307",09/07/2023,14,4,"L30-50",88
"-0307",09/07/2023,14,5,"L50-79",217
"-0307",09/07/2023,14,6,"L79-120",50
"-0307",09/07/2023,15,1,"L0-8",0
"-0307",09/07/2023,15,2,"L8-20",892
"-0307",09/07/2023,15,3,"L20-30",258
"-0307",09/07/2023,15,4,"L30-50",110
"-0307",09/07/2023,15,5,"L50-79",237
"-0307",09/07/2023,15,6,"L79-120",47
"-0307",09/07/2023,16,1,"L0-8",3
"-0307",09/07/2023,16,2,"L8-20",737
"-0307",09/07/2023,16,3,"L20-30",210
"-0307",09/07/2023,16,4,"L30-50",99
"-0307",09/07/2023,16,5,"L50-79",135
"-0307",09/07/2023,16,6,"L79-120",36
"-0307",09/07/2023,17,1,"L0-8",2
"-0307",09/07/2023,17,2,"L8-20",810
"-0307",09/07/2023,17,3,"L20-30",207
"-0307",09/07/2023,17,4,"L30-50",68
"-0307",09/07/2023,17,5,"L50-79",148
"-0307",09/07/2023,17,6,"L79-120",23
"-0307",09/07/2023,18,1,"L0-8",0
"-0307",09/07/2023,18,2,"L8-20",729
"-0307",09/07/2023,18,3,"L20-30",204
"-0307",09/07/2023,18,4,"L30-50",69
"-0307",09/07/2023,18,5,"L50-79",177
"-0307",09/07/2023,18,6,"L79-120",24
"-0307",09/07/2023,19,1,"L0-8",1
"-0307",09/07/2023,19,2,"L8-20",501
"-0307",09/07/2023,19,3,"L20-30",110
"-0307",09/07/2023,19,4,"L30-50",52
"-0307",09/07/2023,19,5,"L50-79",161
"-0307",09/07/2023,19,6,"L79-120",15
"-0307",09/07/2023,20,1,"L0-8",0
"-0307",09/07/2023,20,2,"L8-20",484
"-0307",09/07/2023,20,3,"L20-30",105
"-0307",09/07/2023,20,4,"L30-50",42
"-0307",09/07/2023,20,5,"L50-79",128
"-0307",09/07/2023,20,6,"L79-120",11
"-0307",09/07/2023,21,1,"L0-8",0
"-0307",09/07/2023,21,2,"L8-20",266
"-0307",09/07/2023,21,3,"L20-30",59
"-0307",09/07/2023,21,4,"L30-50",20
"-0307",09/07/2023,21,5,"L50-79",116
"-0307",09/07/2023,21,6,"L79-120",13
"-0307",09/07/2023,22,1,"L0-8",0
"-0307",09/07/2023,22,2,"L8-20",180
"-0307",09/07/2023,22,3,"L20-30",37
"-0307",09/07/2023,22,4,"L30-50",17
"-0307",09/07/2023,22,5,"L50-79",84
"-0307",09/07/2023,22,6,"L79-120",15
"-0307",09/07/2023,23,1,"L0-8",1
"-0307",09/07/2023,23,2,"L8-20",106
"-0307",09/07/2023,23,3,"L20-30",18
"-0307",09/07/2023,23,4,"L30-50",13
"-0307",09/07/2023,23,5,"L50-79",92
"-0307",09/07/2023,23,6,"L79-120",8
"-0307",09/08/2023,0,1,"L0-8",0
"-0307",09/08/2023,0,2,"L8-20",55
"-0307",09/08/2023,0,3,"L20-30",7
"-0307",09/08/2023,0,4,"L30-50",3
"-0307",09/08/2023,0,5,"L50-79",74
"-0307",09/08/2023,0,6,"L79-120",8
"-0307",09/08/2023,1,1,"L0-8",0
"-0307",09/08/2023,1,2,"L8-20",32
"-0307",09/08/2023,1,3,"L20-30",9
"-0307",09/08/2023,1,4,"L30-50",7
"-0307",09/08/2023,1,5,"L50-79",63
"-0307",09/08/2023,1,6,"L79-120",11
"-0307",09/08/2023,2,1,"L0-8",0
"-0307",09/08/2023,2,2,"L8-20",17
"-0307",09/08/2023,2,3,"L20-30",11
"-0307",09/08/2023,2,4,"L30-50",7
"-0307",09/08/2023,2,5,"L50-79",58
"-0307",09/08/2023,2,6,"L79-120",9
"-0307",09/08/2023,3,1,"L0-8",0
"-0307",09/08/2023,3,2,"L8-20",37
"-0307",09/08/2023,3,3,"L20-30",7
"-0307",09/08/2023,3,4,"L30-50",13
"-0307",09/08/2023,3,5,"L50-79",72
"-0307",09/08/2023,3,6,"L79-120",9
"-0307",09/08/2023,4,1,"L0-8",1
"-0307",09/08/2023,4,2,"L8-20",91
"-0307",09/08/2023,4,3,"L20-30",21
"-0307",09/08/2023,4,4,"L30-50",7
"-0307",09/08/2023,4,5,"L50-79",60
"-0307",09/08/2023,4,6,"L79-120",20
"-0307",09/08/2023,5,1,"L0-8",0
"-0307",09/08/2023,5,2,"L8-20",244
"-0307",09/08/2023,5,3,"L20-30",91
"-0307",09/08/2023,5,4,"L30-50",19
"-0307",09/08/2023,5,5,"L50-79",89
"-0307",09/08/2023,5,6,"L79-120",28
"-0307",09/08/2023,6,1,"L0-8",3
"-0307",09/08/2023,6,2,"L8-20",550
"-0307",09/08/2023,6,3,"L20-30",234
"-0307",09/08/2023,6,4,"L30-50",55
"-0307",09/08/2023,6,5,"L50-79",107
"-0307",09/08/2023,6,6,"L79-120",43
"-0307",09/08/2023,7,1,"L0-8",0
"-0307",09/08/2023,7,2,"L8-20",672
"-0307",09/08/2023,7,3,"L20-30",220
"-0307",09/08/2023,7,4,"L30-50",89
"-0307",09/08/2023,7,5,"L50-79",152
"-0307",09/08/2023,7,6,"L79-120",50
"-0307",09/08/2023,8,1,"L0-8",0
"-0307",09/08/2023,8,2,"L8-20",586
"-0307",09/08/2023,8,3,"L20-30",208
"-0307",09/08/2023,8,4,"L30-50",86
"-0307",09/08/2023,8,5,"L50-79",202
"-0307",09/08/2023,8,6,"L79-120",47
"-0307",09/08/2023,9,1,"L0-8",1
"-0307",09/08/2023,9,2,"L8-20",627
"-0307",09/08/2023,9,3,"L20-30",178
"-0307",09/08/2023,9,4,"L30-50",88
"-0307",09/08/2023,9,5,"L50-79",181
"-0307",09/08/2023,9,6,"L79-120",74
"-0307",09/08/2023,10,1,"L0-8",1
"-0307",09/08/2023,10,2,"L8-20",597
"-0307",09/08/2023,10,3,"L20-30",168
"-0307",09/08/2023,10,4,"L30-50",115
"-0307",09/08/2023,10,5,"L50-79",207
"-0307",09/08/2023,10,6,"L79-120",68
"-0307",09/08/2023,11,1,"L0-8",1
"-0307",09/08/2023,11,2,"L8-20",679
"-0307",09/08/2023,11,3,"L20-30",192
"-0307",09/08/2023,11,4,"L30-50",104
"-0307",09/08/2023,11,5,"L50-79",248
"-0307",09/08/2023,11,6,"L79-120",62
"-0307",09/08/2023,12,1,"L0-8",1
"-0307",09/08/2023,12,2,"L8-20",676
"-0307",09/08/2023,12,3,"L20-30",198
"-0307",09/08/2023,12,4,"L30-50",111
"-0307",09/08/2023,12,5,"L50-79",277
"-0307",09/08/2023,12,6,"L79-120",58
"-0307",09/08/2023,13,1,"L0-8",0
"-0307",09/08/2023,13,2,"L8-20",802
"-0307",09/08/2023,13,3,"L20-30",182
"-0307",09/08/2023,13,4,"L30-50",111
"-0307",09/08/2023,13,5,"L50-79",240
"-0307",09/08/2023,13,6,"L79-120",47
"-0307",09/08/2023,14,1,"L0-8",1
"-0307",09/08/2023,14,2,"L8-20",908
"-0307",09/08/2023,14,3,"L20-30",218
"-0307",09/08/2023,14,4,"L30-50",130
"-0307",09/08/2023,14,5,"L50-79",219
"-0307",09/08/2023,14,6,"L79-120",63
"-0307",09/08/2023,15,1,"L0-8",2
"-0307",09/08/2023,15,2,"L8-20",1030
"-0307",09/08/2023,15,3,"L20-30",250
"-0307",09/08/2023,15,4,"L30-50",124
"-0307",09/08/2023,15,5,"L50-79",236
"-0307",09/08/2023,15,6,"L79-120",67
"-0307",09/08/2023,16,1,"L0-8",4
"-0307",09/08/2023,16,2,"L8-20",1195
"-0307",09/08/2023,16,3,"L20-30",338
"-0307",09/08/2023,16,4,"L30-50",152
"-0307",09/08/2023,16,5,"L50-79",221
"-0307",09/08/2023,16,6,"L79-120",34
"-0307",09/08/2023,17,1,"L0-8",1
"-0307",09/08/2023,17,2,"L8-20",918
"-0307",09/08/2023,17,3,"L20-30",263
"-0307",09/08/2023,17,4,"L30-50",99
"-0307",09/08/2023,17,5,"L50-79",167
"-0307",09/08/2023,17,6,"L79-120",25
"-0307",09/08/2023,18,1,"L0-8",1
"-0307",09/08/2023,18,2,"L8-20",887
"-0307",09/08/2023,18,3,"L20-30",223
"-0307",09/08/2023,18,4,"L30-50",77
"-0307",09/08/2023,18,5,"L50-79",148
"-0307",09/08/2023,18,6,"L79-120",19
"-0307",09/08/2023,19,1,"L0-8",3
"-0307",09/08/2023,19,2,"L8-20",582
"-0307",09/08/2023,19,3,"L20-30",147
"-0307",09/08/2023,19,4,"L30-50",63
"-0307",09/08/2023,19,5,"L50-79",184
"-0307",09/08/2023,19,6,"L79-120",16
"-0307",09/08/2023,20,1,"L0-8",1
"-0307",09/08/2023,20,2,"L8-20",477
"-0307",09/08/2023,20,3,"L20-30",77
"-0307",09/08/2023,20,4,"L30-50",38
"-0307",09/08/2023,20,5,"L50-79",147
"-0307",09/08/2023,20,6,"L79-120",11
"-0307",09/08/2023,21,1,"L0-8",0
"-0307",09/08/2023,21,2,"L8-20",375
"-0307",09/08/2023,21,3,"L20-30",78
"-0307",09/08/2023,21,4,"L30-50",31
"-0307",09/08/2023,21,5,"L50-79",125
"-0307",09/08/2023,21,6,"L79-120",16
"-0307",09/08/2023,22,1,"L0-8",0
"-0307",09/08/2023,22,2,"L8-20",349
"-0307",09/08/2023,22,3,"L20-30",66
"-0307",09/08/2023,22,4,"L30-50",23
"-0307",09/08/2023,22,5,"L50-79",116
"-0307",09/08/2023,22,6,"L79-120",10
"-0307",09/08/2023,23,1,"L0-8",0
"-0307",09/08/2023,23,2,"L8-20",147
"-0307",09/08/2023,23,3,"L20-30",25
"-0307",09/08/2023,23,4,"L30-50",16
"-0307",09/08/2023,23,5,"L50-79",85
"-0307",09/08/2023,23,6,"L79-120",5
"-0307",09/09/2023,0,1,"L0-8",0
"-0307",09/09/2023,0,2,"L8-20",87
"-0307",09/09/2023,0,3,"L20-30",24
"-0307",09/09/2023,0,4,"L30-50",8
"-0307",09/09/2023,0,5,"L50-79",96
"-0307",09/09/2023,0,6,"L79-120",10
"-0307",09/09/2023,1,1,"L0-8",0
"-0307",09/09/2023,1,2,"L8-20",41
"-0307",09/09/2023,1,3,"L20-30",7
"-0307",09/09/2023,1,4,"L30-50",6
"-0307",09/09/2023,1,5,"L50-79",83
"-0307",09/09/2023,1,6,"L79-120",4
"-0307",09/09/2023,2,1,"L0-8",0
"-0307",09/09/2023,2,2,"L8-20",33
"-0307",09/09/2023,2,3,"L20-30",8
"-0307",09/09/2023,2,4,"L30-50",6
"-0307",09/09/2023,2,5,"L50-79",57
"-0307",09/09/2023,2,6,"L79-120",5
"-0307",09/09/2023,3,1,"L0-8",0
"-0307",09/09/2023,3,2,"L8-20",25
"-0307",09/09/2023,3,3,"L20-30",7
"-0307",09/09/2023,3,4,"L30-50",9
"-0307",09/09/2023,3,5,"L50-79",41
"-0307",09/09/2023,3,6,"L79-120",7
"-0307",09/09/2023,4,1,"L0-8",0
"-0307",09/09/2023,4,2,"L8-20",55
"-0307",09/09/2023,4,3,"L20-30",16
"-0307",09/09/2023,4,4,"L30-50",15
"-0307",09/09/2023,4,5,"L50-79",80
"-0307",09/09/2023,4,6,"L79-120",6
"-0307",09/09/2023,5,1,"L0-8",0
"-0307",09/09/2023,5,2,"L8-20",118
"-0307",09/09/2023,5,3,"L20-30",44
"-0307",09/09/2023,5,4,"L30-50",19
"-0307",09/09/2023,5,5,"L50-79",72
"-0307",09/09/2023,5,6,"L79-120",15
"-0307",09/09/2023,6,1,"L0-8",1
"-0307",09/09/2023,6,2,"L8-20",250
"-0307",09/09/2023,6,3,"L20-30",113
"-0307",09/09/2023,6,4,"L30-50",42
"-0307",09/09/2023,6,5,"L50-79",122
"-0307",09/09/2023,6,6,"L79-120",7
"-0307",09/09/2023,7,1,"L0-8",1
"-0307",09/09/2023,7,2,"L8-20",366
"-0307",09/09/2023,7,3,"L20-30",107
"-0307",09/09/2023,7,4,"L30-50",52
"-0307",09/09/2023,7,5,"L50-79",139
"-0307",09/09/2023,7,6,"L79-120",18
"-0307",09/09/2023,8,1,"L0-8",0
"-0307",09/09/2023,8,2,"L8-20",570
"-0307",09/09/2023,8,3,"L20-30",139
"-0307",09/09/2023,8,4,"L30-50",76
"-0307",09/09/2023,8,5,"L50-79",143
"-0307",09/09/2023,8,6,"L79-120",24
"-0307",09/09/2023,9,1,"L0-8",0
"-0307",09/09/2023,9,2,"L8-20",752
"-0307",09/09/2023,9,3,"L20-30",168
"-0307",09/09/2023,9,4,"L30-50",66
"-0307",09/09/2023,9,5,"L50-79",176
"-0307",09/09/2023,9,6,"L79-120",25
"-0307",09/09/2023,10,1,"L0-8",0
"-0307",09/09/2023,10,2,"L8-20",886
"-0307",09/09/2023,10,3,"L20-30",177
"-0307",09/09/2023,10,4,"L30-50",92
"-0307",09/09/2023,10,5,"L50-79",194
"-0307",09/09/2023,10,6,"L79-120",18
"-0307",09/09/2023,11,1,"L0-8",1
"-0307",09/09/2023,11,2,"L8-20",872
"-0307",09/09/2023,11,3,"L20-30",160
"-0307",09/09/2023,11,4,"L30-50",111
"-0307",09/09/2023,11,5,"L50-79",223
"-0307",09/09/2023,11,6,"L79-120",28
"-0307",09/09/2023,12,1,"L0-8",0
"-0307",09/09/2023,12,2,"L8-20",887
"-0307",09/09/2023,12,3,"L20-30",186
"-0307",09/09/2023,12,4,"L30-50",102
"-0307",09/09/2023,12,5,"L50-79",230
"-0307",09/09/2023,12,6,"L79-120",23
"-0307",09/09/2023,13,1,"L0-8",1
"-0307",09/09/2023,13,2,"L8-20",911
"-0307",09/09/2023,13,3,"L20-30",179
"-0307",09/09/2023,13,4,"L30-50",94
"-0307",09/09/2023,13,5,"L50-79",242
"-0307",09/09/2023,13,6,"L79-120",21
"-0307",09/09/2023,14,1,"L0-8",3
"-0307",09/09/2023,14,2,"L8-20",876
"-0307",09/09/2023,14,3,"L20-30",191
"-0307",09/09/2023,14,4,"L30-50",90
"-0307",09/09/2023,14,5,"L50-79",237
"-0307",09/09/2023,14,6,"L79-120",17
"-0307",09/09/2023,15,1,"L0-8",1
"-0307",09/09/2023,15,2,"L8-20",1022
"-0307",09/09/2023,15,3,"L20-30",177
"-0307",09/09/2023,15,4,"L30-50",92
"-0307",09/09/2023,15,5,"L50-79",220
"-0307",09/09/2023,15,6,"L79-120",20
"-0307",09/09/2023,16,1,"L0-8",4
"-0307",09/09/2023,16,2,"L8-20",932
"-0307",09/09/2023,16,3,"L20-30",196
"-0307",09/09/2023,16,4,"L30-50",82
"-0307",09/09/2023,16,5,"L50-79",241
"-0307",09/09/2023,16,6,"L79-120",21
"-0307",09/09/2023,17,1,"L0-8",0
"-0307",09/09/2023,17,2,"L8-20",792
"-0307",09/09/2023,17,3,"L20-30",153
"-0307",09/09/2023,17,4,"L30-50",84
"-0307",09/09/2023,17,5,"L50-79",199
"-0307",09/09/2023,17,6,"L79-120",15
"-0307",09/09/2023,18,1,"L0-8",0
"-0307",09/09/2023,18,2,"L8-20",748
"-0307",09/09/2023,18,3,"L20-30",122
"-0307",09/09/2023,18,4,"L30-50",57
"-0307",09/09/2023,18,5,"L50-79",210
"-0307",09/09/2023,18,6,"L79-120",20
"-0307",09/09/2023,19,1,"L0-8",0
"-0307",09/09/2023,19,2,"L8-20",625
"-0307",09/09/2023,19,3,"L20-30",126
"-0307",09/09/2023,19,4,"L30-50",64
"-0307",09/09/2023,19,5,"L50-79",184
"-0307",09/09/2023,19,6,"L79-120",11
"-0307",09/09/2023,20,1,"L0-8",0
"-0307",09/09/2023,20,2,"L8-20",497
"-0307",09/09/2023,20,3,"L20-30",88
"-0307",09/09/2023,20,4,"L30-50",48
"-0307",09/09/2023,20,5,"L50-79",146
"-0307",09/09/2023,20,6,"L79-120",12
"-0307",09/09/2023,21,1,"L0-8",0
"-0307",09/09/2023,21,2,"L8-20",370
"-0307",09/09/2023,21,3,"L20-30",69
"-0307",09/09/2023,21,4,"L30-50",31
"-0307",09/09/2023,21,5,"L50-79",119
"-0307",09/09/2023,21,6,"L79-120",11
"-0307",09/09/2023,22,1,"L0-8",1
"-0307",09/09/2023,22,2,"L8-20",264
"-0307",09/09/2023,22,3,"L20-30",45
"-0307",09/09/2023,22,4,"L30-50",27
"-0307",09/09/2023,22,5,"L50-79",112
"-0307",09/09/2023,22,6,"L79-120",6
"-0307",09/09/2023,23,1,"L0-8",0
"-0307",09/09/2023,23,2,"L8-20",143
"-0307",09/09/2023,23,3,"L20-30",23
"-0307",09/09/2023,23,4,"L30-50",12
"-0307",09/09/2023,23,5,"L50-79",79
"-0307",09/09/2023,23,6,"L79-120",8
"-0307",09/10/2023,0,1,"L0-8",0
"-0307",09/10/2023,0,2,"L8-20",100
"-0307",09/10/2023,0,3,"L20-30",17
"-0307",09/10/2023,0,4,"L30-50",9
"-0307",09/10/2023,0,5,"L50-79",72
"-0307",09/10/2023,0,6,"L79-120",9
"-0307",09/10/2023,1,1,"L0-8",0
"-0307",09/10/2023,1,2,"L8-20",49
